s,C,m,m,m,m
Time,"T_OCCUPANT","VIS_ALARM_1","VIS_ALARM_2","VIS_ALARM_3","VIS_ALARM_4"
 4.7389021E+001, 3.3657171E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.7464241E+001, 3.3721913E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.7539462E+001, 3.3785973E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.7614683E+001, 3.3849500E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.7689904E+001, 3.3912330E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.7765125E+001, 3.3974503E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.7840345E+001, 3.4035894E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.7915566E+001, 3.4096347E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.7990787E+001, 3.4155618E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.8056654E+001, 3.4206454E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.8122521E+001, 3.4256797E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.8188388E+001, 3.4306194E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.8254255E+001, 3.4354775E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.8320122E+001, 3.4402844E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.8385989E+001, 3.4450946E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.8451856E+001, 3.4499373E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.8517723E+001, 3.4547938E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.8590177E+001, 3.4601236E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.8662631E+001, 3.4654450E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.8735084E+001, 3.4707855E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.8807538E+001, 3.4761015E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.8879992E+001, 3.4813961E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.8952445E+001, 3.4866136E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.9024899E+001, 3.4917554E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.9097353E+001, 3.4967949E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.9169807E+001, 3.5017197E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.9242260E+001, 3.5065414E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.9314714E+001, 3.5112329E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.9387168E+001, 3.5157653E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.9459622E+001, 3.5200879E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.9532075E+001, 3.5241487E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.9604529E+001, 3.5279827E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.9676983E+001, 3.5315975E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.9749436E+001, 3.5349509E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.9821890E+001, 3.5380086E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.9894344E+001, 3.5407564E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 4.9966798E+001, 3.5431923E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.0039251E+001, 3.5451688E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.0111705E+001, 3.5464149E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.0184159E+001, 3.5468475E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.0256612E+001, 3.5465272E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.0329066E+001, 3.5455669E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.0401520E+001, 3.5440339E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.0473974E+001, 3.5419986E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.0546427E+001, 3.5394968E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.0618881E+001, 3.5365570E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.0698580E+001, 3.5328277E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.0778279E+001, 3.5285151E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.0857978E+001, 3.5236933E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.0937677E+001, 3.5184359E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.1017377E+001, 3.5127756E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.1097076E+001, 3.5067984E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.1176775E+001, 3.5005449E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.1256474E+001, 3.4940965E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.1336173E+001, 3.4876128E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.1415872E+001, 3.4812187E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.1495571E+001, 3.4749417E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.1575270E+001, 3.4688469E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.1654969E+001, 3.4629622E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.1734668E+001, 3.4573054E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.1814367E+001, 3.4518676E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.1894067E+001, 3.4464557E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.1973766E+001, 3.4410230E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.2053465E+001, 3.4356267E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.2133164E+001, 3.4303252E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.2212863E+001, 3.4250852E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.2292562E+001, 3.4200211E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.2372261E+001, 3.4152206E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.2451960E+001, 3.4107275E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.2531659E+001, 3.4066029E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.2611358E+001, 3.4029334E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.2691057E+001, 3.3997954E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.2770757E+001, 3.3972842E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.2850456E+001, 3.3954968E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.2930155E+001, 3.3945044E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.3009854E+001, 3.3943804E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.3089553E+001, 3.3952271E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.3169252E+001, 3.3971356E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.3248951E+001, 3.4001514E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.3328650E+001, 3.4043484E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.3408349E+001, 3.4097817E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.3488048E+001, 3.4164935E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.3567748E+001, 3.4244230E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.3647447E+001, 3.4333177E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.3727146E+001, 3.4427909E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.3806845E+001, 3.4527913E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.3886544E+001, 3.4633137E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.3966243E+001, 3.4744927E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.4045942E+001, 3.4863432E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.4125641E+001, 3.4988695E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.4205340E+001, 3.5125515E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.4285039E+001, 3.5281981E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.4364738E+001, 3.5460339E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.4444438E+001, 3.5657867E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.4524137E+001, 3.5869061E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.4603836E+001, 3.6089225E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.4763234E+001, 3.6434600E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.4842933E+001, 3.6788250E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.4922632E+001, 3.7025645E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.5002331E+001, 3.7262401E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.5161729E+001, 3.7607775E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.5241428E+001, 3.7940606E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.5321128E+001, 3.8151694E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.5400827E+001, 3.8352408E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.5560225E+001, 3.8631494E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.5639924E+001, 3.8888872E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.5719623E+001, 3.9046723E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.5869170E+001, 3.9252596E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.5939018E+001, 3.9435312E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.6008866E+001, 3.9547390E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.6148562E+001, 3.9707506E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.6218410E+001, 3.9860733E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.6358106E+001, 4.0006410E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.6427954E+001, 4.0145624E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.6567650E+001, 4.0277950E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.6637498E+001, 4.0404868E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.6707346E+001, 4.0485109E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.6847042E+001, 4.0599517E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.6916890E+001, 4.0707751E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.7056586E+001, 4.0808659E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.7126434E+001, 4.0904517E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.7266130E+001, 4.0994630E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.7335978E+001, 4.1080793E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.7405826E+001, 4.1135554E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.7545522E+001, 4.1211178E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.7615370E+001, 4.1280271E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.7755066E+001, 4.1339961E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.7824914E+001, 4.1391580E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.7964609E+001, 4.1433278E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.8034457E+001, 4.1466583E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.8104305E+001, 4.1482742E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.8244001E+001, 4.1503886E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.8313849E+001, 4.1525095E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.8453545E+001, 4.1546918E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.8523393E+001, 4.1570455E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.8663089E+001, 4.1592825E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.8732937E+001, 4.1613146E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.8802785E+001, 4.1623025E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.8942481E+001, 4.1633173E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.9012329E+001, 4.1640368E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.9152025E+001, 4.1644185E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.9221873E+001, 4.1646201E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.9361569E+001, 4.1647166E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.9431417E+001, 4.1649206E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.9501265E+001, 4.1652143E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.9640961E+001, 4.1660439E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.9710809E+001, 4.1674004E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.9850505E+001, 4.1696291E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 5.9920353E+001, 4.1726890E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.0060049E+001, 4.1767757E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.0129897E+001, 4.1816341E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.0269593E+001, 4.1874296E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.0339441E+001, 4.1940727E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.0409289E+001, 4.1990905E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.0548985E+001, 4.2074959E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.0611180E+001, 4.2161084E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.0735571E+001, 4.2256909E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.0859962E+001, 4.2409207E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.0922157E+001, 4.2547322E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.1046548E+001, 4.2714444E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.1108744E+001, 4.2906609E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.1239354E+001, 4.3136804E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.1307769E+001, 4.3394028E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.1444599E+001, 4.3674242E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.1513014E+001, 4.3961481E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.1649844E+001, 4.4248623E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.1718259E+001, 4.4534789E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.1855089E+001, 4.4823545E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.1923504E+001, 4.5106744E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.2060334E+001, 4.5372004E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.2128749E+001, 4.5616694E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.2265579E+001, 4.5831777E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.2333994E+001, 4.6022035E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.2402409E+001, 4.6132051E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.2539239E+001, 4.6270508E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.2607654E+001, 4.6380740E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.2744484E+001, 4.6456803E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.2819740E+001, 4.6506649E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.2970253E+001, 4.6520591E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.3045509E+001, 4.6512458E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.3120766E+001, 4.6495924E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.3203548E+001, 4.6473551E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.3369112E+001, 4.6439884E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.3451894E+001, 4.6410336E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.3534677E+001, 4.6391944E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.3617459E+001, 4.6374354E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.3763538E+001, 4.6349531E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.3826318E+001, 4.6325327E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.3951880E+001, 4.6306267E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.4014660E+001, 4.6294158E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.4140222E+001, 4.6290963E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.4209280E+001, 4.6294838E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.4361210E+001, 4.6309700E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001
 6.4429044E+001, 4.6329935E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.9719811E+001
 6.4564713E+001, 4.6356468E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.9201777E+001
 6.4632547E+001, 4.6386371E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.8730392E+001
 6.4700382E+001, 4.6407784E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.8447851E+001
 6.4836051E+001, 4.6444067E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.8061816E+001
 6.4903885E+001, 4.6489463E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.7715035E+001
 6.5039554E+001, 4.6549380E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.7443546E+001
 6.5107388E+001, 4.6619718E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.7220580E+001
 6.5243057E+001, 4.6703362E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.7061041E+001
 6.5310892E+001, 4.6795462E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.6946152E+001
 6.5446560E+001, 4.6895712E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.6863181E+001
 6.5514395E+001, 4.7001626E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.6785659E+001
 6.5650064E+001, 4.7116906E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.6707383E+001
 6.5717898E+001, 4.7242323E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.6629696E+001
 6.5853567E+001, 4.7379827E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.6550518E+001
 6.5921401E+001, 4.7525358E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.6466861E+001
 6.6057070E+001, 4.7680399E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.6370566E+001
 6.6124905E+001, 4.7840436E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.6257803E+001
 6.6260573E+001, 4.8003713E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.6120056E+001
 6.6328408E+001, 4.8168031E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.5956142E+001
 6.6464077E+001, 4.8331442E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.5762185E+001
 6.6531911E+001, 4.8493506E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.5563808E+001
 6.6667580E+001, 4.8652279E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.5382456E+001
 6.6735414E+001, 4.8807543E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.5209935E+001
 6.6803249E+001, 4.8905911E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.5098680E+001
 6.6938918E+001, 4.9039805E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.4939674E+001
 6.7006752E+001, 4.9159873E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.4786079E+001
 6.7142421E+001, 4.9266962E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.4635454E+001
 6.7210255E+001, 4.9368896E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.4483902E+001
 6.7345924E+001, 4.9467124E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.4328385E+001
 6.7413759E+001, 4.9563006E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.4171168E+001
 6.7549428E+001, 4.9654793E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.4013072E+001
 6.7617262E+001, 4.9742373E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.3856561E+001
 6.7752931E+001, 4.9823635E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.3702525E+001
 6.7820765E+001, 4.9900940E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.3555679E+001
 6.7956434E+001, 4.9980820E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.3420668E+001
 6.8024268E+001, 5.0063208E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.3293264E+001
 6.8159937E+001, 5.0151714E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.3173488E+001
 6.8227772E+001, 5.0246324E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.3058984E+001
