s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,ZONE_1,ZONE_2,ZONE_3,ZONE_4,ZONE_5,ZONE_6,ZONE_7
 2.4975714E+001, 6.3601438E+002,-1.5379363E+002, 1.0553789E+000,-4.6574770E+001,-4.1288168E-002, 1.7613164E+002, 0.0000000E+000, 6.1785392E+002, 6.1279171E+002, 3.4279294E+001, 1.3855886E-002, 0.0000000E+000, 1.8152523E+003,-3.0248631E+000,-3.0109259E+000,-2.9706678E+000,-2.9444452E+000,-3.0122045E+000,-2.9859341E+000
 2.5066687E+001, 6.3917878E+002,-1.5450132E+002, 1.0594645E+000,-4.6902488E+001,-4.1456900E-002, 1.7546270E+002, 0.0000000E+000, 6.0991058E+002, 6.1425568E+002, 3.4279294E+001, 1.3905799E-002, 0.0000000E+000, 1.8280070E+003,-3.0250779E+000,-3.0109697E+000,-2.9708239E+000,-2.9444838E+000,-3.0124622E+000,-2.9862074E+000
 2.5157660E+001, 6.3992356E+002,-1.5363210E+002, 1.0619646E+000,-4.7230916E+001,-4.1614427E-002, 1.7616030E+002, 0.0000000E+000, 6.1288104E+002, 6.1624119E+002, 3.4279294E+001, 1.3955713E-002, 0.0000000E+000, 1.8408250E+003,-3.0252892E+000,-3.0111156E+000,-2.9709561E+000,-2.9446048E+000,-3.0126503E+000,-2.9864194E+000
 2.5248631E+001, 6.4144423E+002,-1.5369819E+002, 1.0652484E+000,-4.7564426E+001,-4.1760594E-002, 1.7665440E+002, 0.0000000E+000, 6.1469250E+002, 6.1785951E+002, 3.4279294E+001, 1.4005626E-002, 0.0000000E+000, 1.8536815E+003,-3.0254844E+000,-3.0112775E+000,-2.9710647E+000,-2.9447774E+000,-3.0127804E+000,-2.9865762E+000
 2.5339603E+001, 6.4241691E+002,-1.5456586E+002, 1.0679010E+000,-4.7906216E+001,-4.1906380E-002, 1.7684156E+002, 0.0000000E+000, 6.1626221E+002, 6.1781239E+002, 3.4279294E+001, 1.4055539E-002, 0.0000000E+000, 1.8665713E+003,-3.0256478E+000,-3.0114044E+000,-2.9711536E+000,-2.9449963E+000,-3.0128609E+000,-2.9866836E+000
 2.5439672E+001, 6.3538839E+002,-1.5357443E+002, 1.0701528E+000,-4.8283329E+001,-4.2053301E-002, 1.7553218E+002, 0.0000000E+000, 6.1591423E+002, 6.1009090E+002, 3.4279294E+001, 1.4105452E-002, 0.0000000E+000, 1.8807429E+003,-3.0257712E+000,-3.0114719E+000,-2.9712334E+000,-2.9452823E+000,-3.0129017E+000,-2.9867553E+000
 2.5539742E+001, 6.4048818E+002,-1.5215044E+002, 1.0756906E+000,-4.8656598E+001,-4.2233206E-002, 1.7548183E+002, 0.0000000E+000, 6.0698646E+002, 6.1619642E+002, 3.4279294E+001, 1.4165348E-002, 0.0000000E+000, 1.8947126E+003,-3.0258085E+000,-3.0114927E+000,-2.9713037E+000,-2.9456309E+000,-3.0128970E+000,-2.9867859E+000
 2.5639812E+001, 6.4117205E+002,-1.5290501E+002, 1.0779244E+000,-4.9055311E+001,-4.2400632E-002, 1.7659123E+002, 0.0000000E+000, 6.1552042E+002, 6.1683848E+002, 3.4279294E+001, 1.4215261E-002, 0.0000000E+000, 1.9088754E+003,-3.0257393E+000,-3.0114365E+000,-2.9713718E+000,-2.9459936E+000,-3.0128554E+000,-2.9867790E+000
 2.5739882E+001, 6.4393641E+002,-1.5214106E+002, 1.0820741E+000,-4.9455246E+001,-4.2600126E-002, 1.7711666E+002, 0.0000000E+000, 6.1489762E+002, 6.2049624E+002, 3.4279294E+001, 1.4275157E-002, 0.0000000E+000, 1.9230237E+003,-3.0255644E+000,-3.0112657E+000,-2.9714477E+000,-2.9462818E+000,-3.0128124E+000,-2.9867436E+000
 2.5839951E+001, 6.4523542E+002,-1.5242584E+002, 1.0848821E+000,-4.9859069E+001,-4.2811965E-002, 1.7785503E+002, 0.0000000E+000, 6.1925753E+002, 6.2184760E+002, 3.4279294E+001, 1.4335052E-002, 0.0000000E+000, 1.9372707E+003,-3.0252820E+000,-3.0110581E+000,-2.9715293E+000,-2.9464865E+000,-3.0127741E+000,-2.9866732E+000
 2.5940020E+001, 6.4762515E+002,-1.5254225E+002, 1.0886199E+000,-5.0257183E+001,-4.2996015E-002, 1.7835187E+002, 0.0000000E+000, 6.2013443E+002, 6.2422321E+002, 3.4279294E+001, 1.4384965E-002, 0.0000000E+000, 1.9515376E+003,-3.0249005E+000,-3.0108704E+000,-2.9716135E+000,-2.9465946E+000,-3.0127500E+000,-2.9865671E+000
 2.6040091E+001, 6.4984446E+002,-1.5170780E+002, 1.0916438E+000,-5.0659267E+001,-4.3203869E-002, 1.7926087E+002, 0.0000000E+000, 6.2277147E+002, 6.2778670E+002, 3.4279294E+001, 1.4444861E-002, 0.0000000E+000, 1.9658647E+003,-3.0244333E+000,-3.0107460E+000,-2.9716966E+000,-2.9466260E+000,-3.0127425E+000,-2.9864300E+000
 2.6140160E+001, 6.5145711E+002,-1.5767263E+002, 1.0946246E+000,-5.1065827E+001,-4.3384629E-002, 1.7888614E+002, 0.0000000E+000, 6.2649757E+002, 6.2265604E+002, 3.4279294E+001, 1.4494774E-002, 0.0000000E+000, 1.9802775E+003,-3.0239029E+000,-3.0106828E+000,-2.9717780E+000,-2.9466011E+000,-3.0127566E+000,-2.9862759E+000
 2.6240229E+001, 6.5380371E+002,-1.5504494E+002, 1.0981897E+000,-5.1460218E+001,-4.3582368E-002, 1.7887988E+002, 0.0000000E+000, 6.1992089E+002, 6.2723303E+002, 3.4279294E+001, 1.4554670E-002, 0.0000000E+000, 1.9945437E+003,-3.0233321E+000,-3.0107156E+000,-2.9718587E+000,-2.9465845E+000,-3.0127847E+000,-2.9861199E+000
 2.6340298E+001, 6.5612169E+002,-1.5317560E+002, 1.1013212E+000,-5.1867019E+001,-4.3745389E-002, 1.8053631E+002, 0.0000000E+000, 6.2633258E+002, 6.3267296E+002, 3.4279294E+001, 1.4604583E-002, 0.0000000E+000, 2.0089551E+003,-3.0227429E+000,-3.0108222E+000,-2.9719428E+000,-2.9466084E+000,-3.0128211E+000,-2.9859849E+000
 2.6440367E+001, 6.5886561E+002,-1.5268420E+002, 1.1044103E+000,-5.2298461E+001,-4.3932197E-002, 1.8184737E+002, 0.0000000E+000, 6.3162391E+002, 6.3679080E+002, 3.4279294E+001, 1.4664479E-002, 0.0000000E+000, 2.0234869E+003,-3.0221743E+000,-3.0109107E+000,-2.9720413E+000,-2.9466334E+000,-3.0128866E+000,-2.9859043E+000
 2.6540438E+001, 6.6154409E+002,-1.5412082E+002, 1.1071912E+000,-5.2749446E+001,-4.4091793E-002, 1.8256460E+002, 0.0000000E+000, 6.3554261E+002, 6.3830151E+002, 3.4279294E+001, 1.4714392E-002, 0.0000000E+000, 2.0381081E+003,-3.0216575E+000,-3.0109889E+000,-2.9721594E+000,-2.9466737E+000,-3.0129801E+000,-2.9858942E+000
 2.6640507E+001, 6.6446565E+002,-1.5375252E+002, 1.1099590E+000,-5.3213440E+001,-4.4281707E-002, 1.8329000E+002, 0.0000000E+000, 6.3665913E+002, 6.4185536E+002, 3.4279294E+001, 1.4774288E-002, 0.0000000E+000, 2.0527553E+003,-3.0212174E+000,-3.0110956E+000,-2.9723001E+000,-2.9467480E+000,-3.0130915E+000,-2.9859603E+000
 2.6740576E+001, 6.6737459E+002,-1.5414062E+002, 1.1126964E+000,-5.3691009E+001,-4.4474377E-002, 1.8426358E+002, 0.0000000E+000, 6.4058872E+002, 6.4487476E+002, 3.4279294E+001, 1.4834184E-002, 0.0000000E+000, 2.0674926E+003,-3.0208780E+000,-3.0112617E+000,-2.9724655E+000,-2.9468554E+000,-3.0132153E+000,-2.9861025E+000
 2.6840645E+001, 6.7002600E+002,-1.5472786E+002, 1.1152819E+000,-5.4183373E+001,-4.4641307E-002, 1.8499597E+002, 0.0000000E+000, 6.4345166E+002, 6.4718138E+002, 3.4279294E+001, 1.4884097E-002, 0.0000000E+000, 2.0822961E+003,-3.0206644E+000,-3.0114890E+000,-2.9726562E+000,-2.9469825E+000,-3.0133535E+000,-2.9863163E+000
 2.6940716E+001, 6.7266912E+002,-1.6453106E+002, 1.1170905E+000,-5.4677157E+001,-4.4835852E-002, 1.8383165E+002, 0.0000000E+000, 6.4566847E+002, 6.3836480E+002, 3.4279294E+001, 1.4943993E-002, 0.0000000E+000, 2.0971511E+003,-3.0205981E+000,-3.0117969E+000,-2.9728694E+000,-2.9471298E+000,-3.0135048E+000,-2.9865892E+000
 2.7040785E+001, 6.7568227E+002,-1.6173733E+002, 1.1200838E+000,-5.5137892E+001,-4.4999371E-002, 1.8339344E+002, 0.0000000E+000, 6.3505867E+002, 6.4327556E+002, 3.4279294E+001, 1.4993906E-002, 0.0000000E+000, 2.1117679E+003,-3.0206901E+000,-3.0122306E+000,-2.9730974E+000,-2.9473348E+000,-3.0136554E+000,-2.9868967E+000
 2.7140854E+001, 6.7788297E+002,-1.5675623E+002, 1.1227227E+000,-5.5606322E+001,-4.5184560E-002, 1.8576921E+002, 0.0000000E+000, 6.4251330E+002, 6.5236716E+002, 3.4279294E+001, 1.5053801E-002, 0.0000000E+000, 2.1265530E+003,-3.0209453E+000,-3.0127504E+000,-2.9733316E+000,-2.9475896E+000,-3.0138024E+000,-2.9872198E+000
 2.7240923E+001, 6.7987911E+002,-1.6122170E+002, 1.1245382E+000,-5.6072241E+001,-4.5332920E-002, 1.8653357E+002, 0.0000000E+000, 6.5190273E+002, 6.5019795E+002, 3.4279294E+001, 1.5103715E-002, 0.0000000E+000, 2.1415510E+003,-3.0213846E+000,-3.0132100E+000,-2.9735703E+000,-2.9478034E+000,-3.0139822E+000,-2.9875553E+000
 2.7340992E+001, 6.8244779E+002,-1.7044363E+002, 1.1261672E+000,-5.6503904E+001,-4.5504864E-002, 1.8460347E+002, 0.0000000E+000, 6.4787126E+002, 6.4118439E+002, 3.4279294E+001, 1.5163610E-002, 0.0000000E+000, 2.1564589E+003,-3.0220116E+000,-3.0136450E+000,-2.9738026E+000,-2.9480195E+000,-3.0141931E+000,-2.9878781E+000
 2.7428671E+001, 6.9788175E+002,-1.6802984E+002, 1.1299243E+000,-5.6834810E+001,-4.5646502E-002, 1.8668544E+002, 0.0000000E+000, 6.3804711E+002, 6.6078682E+002, 3.4279294E+001, 1.5213523E-002, 0.0000000E+000, 2.1693286E+003,-3.0227050E+000,-3.0140737E+000,-2.9739876E+000,-2.9483049E+000,-3.0143785E+000,-2.9881220E+000
 2.7516350E+001, 6.9493333E+002,-1.6797631E+002, 1.1285967E+000,-5.7166449E+001,-4.5786147E-002, 1.8951964E+002, 0.0000000E+000, 6.6251288E+002, 6.6039303E+002, 3.4279294E+001, 1.5263437E-002, 0.0000000E+000, 2.1826835E+003,-3.0235159E+000,-3.0143675E+000,-2.9741346E+000,-2.9485748E+000,-3.0145846E+000,-2.9882987E+000
 2.7604029E+001, 6.9737811E+002,-1.6868612E+002, 1.1309701E+000,-5.7445084E+001,-4.5920693E-002, 1.8919904E+002, 0.0000000E+000, 6.5808770E+002, 6.6153099E+002, 3.4279294E+001, 1.5313350E-002, 0.0000000E+000, 2.1959513E+003,-3.0244423E+000,-3.0145126E+000,-2.9742576E+000,-2.9487883E+000,-3.0148474E+000,-2.9884287E+000
 2.7691706E+001, 6.9857315E+002,-1.7002119E+002, 1.1320816E+000,-5.7685731E+001,-4.6031704E-002, 1.8942454E+002, 0.0000000E+000, 6.6012816E+002, 6.6137682E+002, 3.4279294E+001, 1.5353280E-002, 0.0000000E+000, 2.2092607E+003,-3.0254428E+000,-3.0146670E+000,-2.9743562E+000,-2.9490452E+000,-3.0151302E+000,-2.9885091E+000
 2.7779385E+001, 7.0076455E+002,-1.6936561E+002, 1.1339415E+000,-5.7894205E+001,-4.6169572E-002, 1.8988067E+002, 0.0000000E+000, 6.5961461E+002, 6.6447318E+002, 3.4279294E+001, 1.5403193E-002, 0.0000000E+000, 2.2225602E+003,-3.0264748E+000,-3.0148269E+000,-2.9744407E+000,-2.9493378E+000,-3.0154244E+000,-2.9885553E+000
 2.7867064E+001, 7.0278856E+002,-1.7044549E+002, 1.1354460E+000,-5.8070890E+001,-4.6308462E-002, 1.9056483E+002, 0.0000000E+000, 6.6330113E+002, 6.6592614E+002, 3.4279294E+001, 1.5453107E-002, 0.0000000E+000, 2.2359335E+003,-3.0274946E+000,-3.0149768E+000,-2.9745225E+000,-2.9496450E+000,-3.0157276E+000,-2.9885857E+000
 2.7954741E+001, 7.0499676E+002,-1.7196702E+002, 1.1370223E+000,-5.8226479E+001,-4.6448301E-002, 1.9081833E+002, 0.0000000E+000, 6.6438172E+002, 6.6671216E+002, 3.4279294E+001, 1.5503020E-002, 0.0000000E+000, 2.2493284E+003,-3.0284557E+000,-3.0150775E+000,-2.9746095E+000,-2.9499426E+000,-3.0160373E+000,-2.9886143E+000
 2.8042419E+001, 7.0710210E+002,-1.6700790E+002, 1.1390697E+000,-5.8374559E+001,-4.6589884E-002, 1.9227145E+002, 0.0000000E+000, 6.6511424E+002, 6.7508357E+002, 3.4279294E+001, 1.5552933E-002, 0.0000000E+000, 2.2627374E+003,-3.0293086E+000,-3.0151212E+000,-2.9747038E+000,-2.9502219E+000,-3.0163433E+000,-2.9886479E+000
 2.8130098E+001, 7.0894047E+002,-1.6996562E+002, 1.1402695E+000,-5.8538879E+001,-4.6729090E-002, 1.9336761E+002, 0.0000000E+000, 6.7473627E+002, 6.7489712E+002, 3.4279294E+001, 1.5602846E-002, 0.0000000E+000, 2.2763365E+003,-3.0300121E+000,-3.0150833E+000,-2.9748037E+000,-2.9504565E+000,-3.0166432E+000,-2.9886909E+000
 2.8217777E+001, 7.1109590E+002,-1.7204893E+002, 1.1416991E+000,-5.8701167E+001,-4.6870644E-002, 1.9308293E+002, 0.0000000E+000, 6.7293885E+002, 6.7452355E+002, 3.4279294E+001, 1.5652759E-002, 0.0000000E+000, 2.2898994E+003,-3.0305347E+000,-3.0149707E+000,-2.9749047E+000,-2.9506438E+000,-3.0169323E+000,-2.9887421E+000
 2.8305454E+001, 7.1326242E+002,-1.7233129E+002, 1.1430647E+000,-5.8871942E+001,-4.7013794E-002, 1.9338485E+002, 0.0000000E+000, 6.7278483E+002, 6.7654009E+002, 3.4279294E+001, 1.5702672E-002, 0.0000000E+000, 2.3034585E+003,-3.0308431E+000,-3.0148347E+000,-2.9749970E+000,-2.9508203E+000,-3.0171855E+000,-2.9887892E+000
 2.8393133E+001, 7.1550183E+002,-1.7391820E+002, 1.1442947E+000,-5.9058529E+001,-4.7129382E-002, 1.9380387E+002, 0.0000000E+000, 6.7515272E+002, 6.7742614E+002, 3.4279294E+001, 1.5742603E-002, 0.0000000E+000, 2.3170640E+003,-3.0309217E+000,-3.0146747E+000,-2.9750740E+000,-2.9509695E+000,-3.0173938E+000,-2.9888254E+000
 2.8480812E+001, 7.1805819E+002,-1.7539564E+002, 1.1453948E+000,-5.9260627E+001,-4.7273535E-002, 1.9406084E+002, 0.0000000E+000, 6.7578245E+002, 6.7856089E+002, 3.4279294E+001, 1.5792516E-002, 0.0000000E+000, 2.3306817E+003,-3.0307692E+000,-3.0144936E+000,-2.9751310E+000,-2.9510706E+000,-3.0175513E+000,-2.9888438E+000
 2.8568489E+001, 7.2081074E+002,-1.7497676E+002, 1.1468515E+000,-5.9468533E+001,-4.7417822E-002, 1.9481066E+002, 0.0000000E+000, 6.7699980E+002, 6.8227554E+002, 3.4279294E+001, 1.5842429E-002, 0.0000000E+000, 2.3443233E+003,-3.0303928E+000,-3.0143220E+000,-2.9751637E+000,-2.9511076E+000,-3.0176479E+000,-2.9888369E+000
 2.8656168E+001, 7.2323606E+002,-1.7585025E+002, 1.1479705E+000,-5.9691898E+001,-4.7562325E-002, 1.9565117E+002, 0.0000000E+000, 6.8112658E+002, 6.8444549E+002, 3.4279294E+001, 1.5892342E-002, 0.0000000E+000, 2.3580463E+003,-3.0298102E+000,-3.0141651E+000,-2.9751682E+000,-2.9510598E+000,-3.0176784E+000,-2.9887960E+000
 2.8743847E+001, 7.2581119E+002,-1.8306532E+002, 1.1487737E+000,-5.9923746E+001,-4.7707326E-002, 1.9495321E+002, 0.0000000E+000, 6.8297115E+002, 6.7887640E+002, 3.4279294E+001, 1.5942255E-002, 0.0000000E+000, 2.3718056E+003,-3.0290481E+000,-3.0140249E+000,-2.9751410E+000,-2.9509153E+000,-3.0176398E+000,-2.9887148E+000
 2.8831526E+001, 7.2830179E+002,-1.8061253E+002, 1.1505261E+000,-6.0148166E+001,-4.7853452E-002, 1.9491628E+002, 0.0000000E+000, 6.7619017E+002, 6.8356005E+002, 3.4279294E+001, 1.5992168E-002, 0.0000000E+000, 2.3854306E+003,-3.0281328E+000,-3.0139302E+000,-2.9750774E+000,-2.9507037E+000,-3.0175194E+000,-2.9885829E+000
 2.8919203E+001, 7.2998523E+002,-1.8056199E+002, 1.1518845E+000,-6.0381630E+001,-4.8000565E-002, 1.9613393E+002, 0.0000000E+000, 6.8275730E+002, 6.8627942E+002, 3.4279294E+001, 1.6042082E-002, 0.0000000E+000, 2.3991850E+003,-3.0270952E+000,-3.0138542E+000,-2.9749755E+000,-2.9504283E+000,-3.0173167E+000,-2.9883994E+000
 2.9006882E+001, 7.3129485E+002,-1.8122158E+002, 1.1533540E+000,-6.0615603E+001,-4.8121701E-002, 1.9651775E+002, 0.0000000E+000, 6.8484664E+002, 6.8708065E+002, 3.4279294E+001, 1.6082012E-002, 0.0000000E+000, 2.4129809E+003,-3.0259822E+000,-3.0137260E+000,-2.9748408E+000,-2.9500606E+000,-3.0170556E+000,-2.9881777E+000
 2.9094561E+001, 7.3218679E+002,-1.7393297E+002, 1.1553210E+000,-6.0845539E+001,-4.8273301E-002, 1.9816524E+002, 0.0000000E+000, 6.8543198E+002, 6.9668057E+002, 3.4279294E+001, 1.6131925E-002, 0.0000000E+000, 2.4267890E+003,-3.0248344E+000,-3.0135551E+000,-2.9746770E+000,-2.9496466E+000,-3.0167425E+000,-2.9879248E+000
 2.9182238E+001, 7.3275379E+002,-1.7669828E+002, 1.1563996E+000,-6.1087069E+001,-4.8424994E-002, 1.9925654E+002, 0.0000000E+000, 6.9648270E+002, 6.9533296E+002, 3.4279294E+001, 1.6181838E-002, 0.0000000E+000, 2.4408160E+003,-3.0236953E+000,-3.0133492E+000,-2.9744917E+000,-2.9492050E+000,-3.0163955E+000,-2.9876568E+000
 2.9269917E+001, 7.3372342E+002,-1.7805630E+002, 1.1576645E+000,-6.1313804E+001,-4.8577652E-002, 1.9868694E+002, 0.0000000E+000, 6.9310795E+002, 6.9414934E+002, 3.4279294E+001, 1.6231751E-002, 0.0000000E+000, 2.4547779E+003,-3.0226113E+000,-3.0131485E+000,-2.9742947E+000,-2.9487747E+000,-3.0160339E+000,-2.9873913E+000
 2.9357595E+001, 7.3491885E+002,-1.7759864E+002, 1.1591669E+000,-6.1531553E+001,-4.8729274E-002, 1.9886878E+002, 0.0000000E+000, 6.9227411E+002, 6.9576787E+002, 3.4279294E+001, 1.6281665E-002, 0.0000000E+000, 2.4687247E+003,-3.0216132E+000,-3.0130358E+000,-2.9740923E+000,-2.9484322E+000,-3.0156571E+000,-2.9871403E+000
 2.9445274E+001, 7.3611945E+002,-1.7678272E+002, 1.1603846E+000,-6.1749166E+001,-4.8878226E-002, 1.9952174E+002, 0.0000000E+000, 6.9428337E+002, 6.9822082E+002, 3.4279294E+001, 1.6331578E-002, 0.0000000E+000, 2.4827121E+003,-3.0207339E+000,-3.0130224E+000,-2.9738950E+000,-2.9481686E+000,-3.0152860E+000,-2.9869248E+000
 2.9541719E+001, 7.2826609E+002,-1.7849346E+002, 1.1602247E+000,-6.1974609E+001,-4.9022013E-002, 1.9797678E+002, 0.0000000E+000, 6.9680037E+002, 6.8688601E+002, 3.4279294E+001, 1.6381491E-002, 0.0000000E+000, 2.4981546E+003,-3.0199283E+000,-3.0131049E+000,-2.9736951E+000,-2.9479366E+000,-3.0149104E+000,-2.9867465E+000
 2.9638166E+001, 7.3443266E+002,-1.7593929E+002, 1.1640655E+000,-6.2156361E+001,-4.9191319E-002, 1.9774900E+002, 0.0000000E+000, 6.8321231E+002, 6.9520088E+002, 3.4279294E+001, 1.6441387E-002, 0.0000000E+000, 2.5133025E+003,-3.0193066E+000,-3.0133613E+000,-2.9735147E+000,-2.9477728E+000,-3.0145728E+000,-2.9866336E+000
 2.9734612E+001, 7.3599236E+002,-1.7733527E+002, 1.1642824E+000,-6.2348954E+001,-4.9335795E-002, 1.9941333E+002, 0.0000000E+000, 6.9509296E+002, 6.9683640E+002, 3.4279294E+001, 1.6491300E-002, 0.0000000E+000, 2.5287090E+003,-3.0188685E+000,-3.0137659E+000,-2.9733529E+000,-2.9476302E+000,-3.0142750E+000,-2.9865906E+000
 2.9831059E+001, 7.3977994E+002,-1.7902299E+002, 1.1658590E+000,-6.2520562E+001,-4.9483245E-002, 1.9980275E+002, 0.0000000E+000, 6.9511550E+002, 6.9915552E+002, 3.4279294E+001, 1.6541213E-002, 0.0000000E+000, 2.5441156E+003,-3.0186179E+000,-3.0141915E+000,-2.9732148E+000,-2.9474078E+000,-3.0140460E+000,-2.9866206E+000
 2.9927505E+001, 7.4278449E+002,-1.8058541E+002, 1.1666798E+000,-6.2672271E+001,-4.9680308E-002, 2.0045288E+002, 0.0000000E+000, 6.9784916E+002, 7.0109669E+002, 3.4279294E+001, 1.6601109E-002, 0.0000000E+000, 2.5595820E+003,-3.0185353E+000,-3.0146401E+000,-2.9730997E+000,-2.9471322E+000,-3.0138698E+000,-2.9866984E+000
 3.0023951E+001, 7.4610116E+002,-1.8175491E+002, 1.1681093E+000,-6.2802838E+001,-4.9872904E-002, 2.0112135E+002, 0.0000000E+000, 6.9969155E+002, 7.0378301E+002, 3.4279294E+001, 1.6651022E-002, 0.0000000E+000, 2.5750889E+003,-3.0185958E+000,-3.0150622E+000,-2.9730097E+000,-2.9468263E+000,-3.0137331E+000,-2.9867996E+000
 3.0120398E+001, 7.4901397E+002,-1.8300401E+002, 1.1692001E+000,-6.2916902E+001,-5.0080153E-002, 2.0184811E+002, 0.0000000E+000, 7.0253773E+002, 7.0606028E+002, 3.4279294E+001, 1.6700935E-002, 0.0000000E+000, 2.5906589E+003,-3.0187745E+000,-3.0154205E+000,-2.9729478E+000,-2.9465287E+000,-3.0136235E+000,-2.9869014E+000
 3.0216843E+001, 7.5162981E+002,-1.8311390E+002, 1.1703802E+000,-6.3025508E+001,-5.0311227E-002, 2.0265077E+002, 0.0000000E+000, 7.0472833E+002, 7.0926124E+002, 3.4279294E+001, 1.6760831E-002, 0.0000000E+000, 2.6062783E+003,-3.0190478E+000,-3.0157003E+000,-2.9729156E+000,-2.9462771E+000,-3.0135320E+000,-2.9869864E+000
 3.0313290E+001, 7.5455604E+002,-1.9055392E+002, 1.1710413E+000,-6.3143494E+001,-5.0500136E-002, 2.0223668E+002, 0.0000000E+000, 7.0807156E+002, 7.0421584E+002, 3.4279294E+001, 1.6810744E-002, 0.0000000E+000, 2.6219714E+003,-3.0193954E+000,-3.0159192E+000,-2.9729120E+000,-2.9461044E+000,-3.0134527E+000,-2.9870462E+000
 3.0409737E+001, 7.5836885E+002,-1.8839506E+002, 1.1725463E+000,-6.3251391E+001,-5.0670019E-002, 2.0249881E+002, 0.0000000E+000, 7.0164660E+002, 7.1034308E+002, 3.4279294E+001, 1.6860657E-002, 0.0000000E+000, 2.6375268E+003,-3.0197973E+000,-3.0161249E+000,-2.9729319E+000,-2.9460473E+000,-3.0133764E+000,-2.9870757E+000
 3.0506182E+001, 7.6227017E+002,-1.8644531E+002, 1.1738607E+000,-6.3381256E+001,-5.0851018E-002, 2.0476977E+002, 0.0000000E+000, 7.0980518E+002, 7.1833639E+002, 3.4279294E+001, 1.6920553E-002, 0.0000000E+000, 2.6532598E+003,-3.0202353E+000,-3.0163357E+000,-2.9729688E+000,-2.9460858E+000,-3.0133041E+000,-2.9870798E+000
 3.0602629E+001, 7.6620583E+002,-1.8664327E+002, 1.1748857E+000,-6.3532889E+001,-5.0993877E-002, 2.0660745E+002, 0.0000000E+000, 7.1776977E+002, 7.2376102E+002, 3.4279294E+001, 1.6970466E-002, 0.0000000E+000, 2.6691667E+003,-3.0207096E+000,-3.0165206E+000,-2.9730195E+000,-2.9461319E+000,-3.0132654E+000,-2.9870777E+000
 3.0699074E+001, 7.7072725E+002,-1.9442882E+002, 1.1755368E+000,-6.3701816E+001,-5.1160572E-002, 2.0665932E+002, 0.0000000E+000, 7.2277626E+002, 7.2038031E+002, 3.4279294E+001, 1.7030362E-002, 0.0000000E+000, 2.6851835E+003,-3.0212150E+000,-3.0167414E+000,-2.9730750E+000,-2.9461730E+000,-3.0132661E+000,-2.9870741E+000
 3.0795521E+001, 7.7566172E+002,-1.9049803E+002, 1.1774109E+000,-6.3877842E+001,-5.1304415E-002, 2.0769765E+002, 0.0000000E+000, 7.1802786E+002, 7.3010961E+002, 3.4279294E+001, 1.7080275E-002, 0.0000000E+000, 2.7010985E+003,-3.0217357E+000,-3.0170590E+000,-2.9731241E+000,-2.9462387E+000,-3.0132911E+000,-2.9870626E+000
 3.0891966E+001, 7.7995923E+002,-1.9073253E+002, 1.1787434E+000,-6.4094307E+001,-5.1461713E-002, 2.1014761E+002, 0.0000000E+000, 7.3011719E+002, 7.3640729E+002, 3.4279294E+001, 1.7130188E-002, 0.0000000E+000, 2.7172756E+003,-3.0222553E+000,-3.0174452E+000,-2.9731604E+000,-2.9463027E+000,-3.0133349E+000,-2.9870420E+000
 3.0988413E+001, 7.8422101E+002,-1.9185762E+002, 1.1800579E+000,-6.4328287E+001,-5.1667980E-002, 2.1150243E+002, 0.0000000E+000, 7.3550772E+002, 7.4066592E+002, 3.4279294E+001, 1.7190084E-002, 0.0000000E+000, 2.7335706E+003,-3.0227702E+000,-3.0178335E+000,-2.9731856E+000,-2.9462906E+000,-3.0134119E+000,-2.9870181E+000
 3.1084860E+001, 7.8828514E+002,-1.9025052E+002, 1.1818261E+000,-6.4583217E+001,-5.1864697E-002, 2.1316211E+002, 0.0000000E+000, 7.3959256E+002, 7.4774347E+002, 3.4279294E+001, 1.7239997E-002, 0.0000000E+000, 2.7499558E+003,-3.0232622E+000,-3.0182234E+000,-2.9731963E+000,-2.9462236E+000,-3.0135040E+000,-2.9869802E+000
 3.1181305E+001, 7.9162080E+002,-1.9095672E+002, 1.1831451E+000,-6.4867167E+001,-5.2069374E-002, 2.1472353E+002, 0.0000000E+000, 7.4716864E+002, 7.5165152E+002, 3.4279294E+001, 1.7289910E-002, 0.0000000E+000, 2.7665076E+003,-3.0237136E+000,-3.0186012E+000,-2.9731914E+000,-2.9461186E+000,-3.0135961E+000,-2.9869204E+000
 3.1277752E+001, 7.9489237E+002,-1.8280528E+002, 1.1851578E+000,-6.5176470E+001,-5.2306596E-002, 2.1740509E+002, 0.0000000E+000, 7.5047769E+002, 7.6544856E+002, 3.4279294E+001, 1.7349806E-002, 0.0000000E+000, 2.7831338E+003,-3.0241123E+000,-3.0189544E+000,-2.9731728E+000,-2.9460039E+000,-3.0136791E+000,-2.9868343E+000
