s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,ZONE_1,ZONE_2,ZONE_3,ZONE_4,ZONE_5,ZONE_6,ZONE_7
 4.8056656E+001, 1.2376190E+003,-3.1401133E+002, 1.3400647E+000,-1.5245469E+002,-7.8799836E-002, 3.0428829E+002, 0.0000000E+000, 1.0415427E+003, 1.0767026E+003, 3.4279294E+001, 2.6653614E-002, 0.0000000E+000, 6.2533084E+003,-3.0308038E+000,-3.0347693E+000,-2.9784823E+000,-2.9600629E+000,-3.0355798E+000,-2.9949702E+000
 4.8122520E+001, 1.2361268E+003,-3.1855075E+002, 1.3358166E+000,-1.5324023E+002,-7.8793894E-002, 3.0836925E+002, 0.0000000E+000, 1.0802594E+003, 1.0739621E+003, 3.4279294E+001, 2.6683562E-002, 0.0000000E+000, 6.2696491E+003,-3.0311447E+000,-3.0344771E+000,-2.9785188E+000,-2.9600600E+000,-3.0358375E+000,-2.9951711E+000
 4.8188389E+001, 1.2371994E+003,-3.2099866E+002, 1.3362927E+000,-1.5403902E+002,-7.8838595E-002, 3.0665367E+002, 0.0000000E+000, 1.0708829E+003, 1.0700729E+003, 3.4279294E+001, 2.6723492E-002, 0.0000000E+000, 6.2858517E+003,-3.0316467E+000,-3.0341719E+000,-2.9785715E+000,-2.9599986E+000,-3.0361779E+000,-2.9953883E+000
 4.8254253E+001, 1.2428006E+003,-3.2090507E+002, 1.3353440E+000,-1.5486150E+002,-7.8934301E-002, 3.0711344E+002, 0.0000000E+000, 1.0677664E+003, 1.0754039E+003, 3.4279294E+001, 2.6763423E-002, 0.0000000E+000, 6.3020079E+003,-3.0322818E+000,-3.0340348E+000,-2.9786268E+000,-2.9600247E+000,-3.0365471E+000,-2.9955988E+000
 4.8320122E+001, 1.2482981E+003,-3.1707824E+002, 1.3358131E+000,-1.5569340E+002,-7.9044108E-002, 3.0961730E+002, 0.0000000E+000, 1.0744166E+003, 1.0864005E+003, 3.4279294E+001, 2.6793371E-002, 0.0000000E+000, 6.3182592E+003,-3.0330285E+000,-3.0340458E+000,-2.9786805E+000,-2.9601293E+000,-3.0369378E+000,-2.9958030E+000
 4.8385990E+001, 1.2511763E+003,-3.1815917E+002, 1.3342800E+000,-1.5651766E+002,-7.9229976E-002, 3.1138780E+002, 0.0000000E+000, 1.0860841E+003, 1.0891423E+003, 3.4279294E+001, 2.6833301E-002, 0.0000000E+000, 6.3346808E+003,-3.0338714E+000,-3.0341683E+000,-2.9787343E+000,-2.9602645E+000,-3.0373602E+000,-2.9960094E+000
 4.8451855E+001, 1.2536204E+003,-3.2034265E+002, 1.3336505E+000,-1.5732616E+002,-7.9437875E-002, 3.1143955E+002, 0.0000000E+000, 1.0872795E+003, 1.0886453E+003, 3.4279294E+001, 2.6873232E-002, 0.0000000E+000, 6.3511188E+003,-3.0347839E+000,-3.0344017E+000,-2.9787868E+000,-2.9604211E+000,-3.0378072E+000,-2.9962184E+000
 4.8517723E+001, 1.2542087E+003,-3.3156233E+002, 1.3315127E+000,-1.5810336E+002,-7.9563286E-002, 3.0915385E+002, 0.0000000E+000, 1.0863931E+003, 1.0749488E+003, 3.4279294E+001, 2.6903180E-002, 0.0000000E+000, 6.3675460E+003,-3.0357248E+000,-3.0347526E+000,-2.9788346E+000,-2.9606086E+000,-3.0382531E+000,-2.9964228E+000
 4.8590176E+001, 1.2404003E+003,-3.2347409E+002, 1.3298970E+000,-1.5886019E+002,-7.9466603E-002, 3.0572299E+002, 0.0000000E+000, 1.0705608E+003, 1.0650395E+003, 3.4279294E+001, 2.6943110E-002, 0.0000000E+000, 6.3853625E+003,-3.0367442E+000,-3.0352494E+000,-2.9788805E+000,-2.9608502E+000,-3.0387152E+000,-2.9966351E+000
 4.8662632E+001, 1.2528617E+003,-3.2148278E+002, 1.3354507E+000,-1.5958086E+002,-7.8726667E-002, 3.0713483E+002, 0.0000000E+000, 1.0616087E+003, 1.0801896E+003, 3.4279294E+001, 2.6983041E-002, 0.0000000E+000, 6.4030339E+003,-3.0377066E+000,-3.0358448E+000,-2.9789209E+000,-2.9610983E+000,-3.0391313E+000,-2.9968387E+000
 4.8735085E+001, 1.2526954E+003,-3.2560721E+002, 1.3322110E+000,-1.6029660E+002,-7.7750299E-002, 3.0880793E+002, 0.0000000E+000, 1.0806358E+003, 1.0768540E+003, 3.4279294E+001, 2.7032954E-002, 0.0000000E+000, 6.4210129E+003,-3.0385904E+000,-3.0364174E+000,-2.9789616E+000,-2.9612169E+000,-3.0395215E+000,-2.9970463E+000
 4.8807537E+001, 1.2512483E+003,-3.2354483E+002, 1.3342489E+000,-1.6092983E+002,-7.8095556E-002, 3.0780092E+002, 0.0000000E+000, 1.0737786E+003, 1.0758307E+003, 3.4279294E+001, 2.7072884E-002, 0.0000000E+000, 6.4388794E+003,-3.0393887E+000,-3.0368902E+000,-2.9790082E+000,-2.9611634E+000,-3.0399010E+000,-2.9972623E+000
 4.8879993E+001, 1.2449719E+003,-3.3499333E+002, 1.3345211E+000,-1.6150184E+002,-7.8977662E-002, 3.0408748E+002, 0.0000000E+000, 1.0737859E+003, 1.0538197E+003, 3.4279294E+001, 2.7112815E-002, 0.0000000E+000, 6.4567393E+003,-3.0400794E+000,-3.0373333E+000,-2.9790550E+000,-2.9610197E+000,-3.0402396E+000,-2.9974669E+000
 4.8952446E+001, 1.2400143E+003,-3.3575139E+002, 1.3368617E+000,-1.6198639E+002,-7.9653076E-002, 2.9920116E+002, 0.0000000E+000, 1.0483384E+003, 1.0427348E+003, 3.4279294E+001, 2.7152745E-002, 0.0000000E+000, 6.4741797E+003,-3.0406496E+000,-3.0377814E+000,-2.9790980E+000,-2.9608695E+000,-3.0405146E+000,-2.9976398E+000
 4.9024899E+001, 1.2338969E+003,-3.3893619E+002, 1.3363355E+000,-1.6238474E+002,-8.0221787E-002, 2.9597029E+002, 0.0000000E+000, 1.0395813E+003, 1.0298023E+003, 3.4279294E+001, 2.7192676E-002, 0.0000000E+000, 6.4914717E+003,-3.0410892E+000,-3.0382432E+000,-2.9791314E+000,-2.9607918E+000,-3.0407066E+000,-2.9977650E+000
 4.9097351E+001, 1.2300184E+003,-3.3909563E+002, 1.3370618E+000,-1.6272529E+002,-8.0742596E-002, 2.9320262E+002, 0.0000000E+000, 1.0259298E+003, 1.0226564E+003, 3.4279294E+001, 2.7232606E-002, 0.0000000E+000, 6.5085385E+003,-3.0414110E+000,-3.0386507E+000,-2.9791560E+000,-2.9607910E+000,-3.0408334E+000,-2.9978473E+000
 4.9169807E+001, 1.2257099E+003,-3.2993543E+002, 1.3372395E+000,-1.6301138E+002,-8.1248225E-002, 2.9331722E+002, 0.0000000E+000, 1.0199100E+003, 1.0273363E+003, 3.4279294E+001, 2.7272537E-002, 0.0000000E+000, 6.5255092E+003,-3.0416266E+000,-3.0389706E+000,-2.9791700E+000,-2.9608907E+000,-3.0409040E+000,-2.9978941E+000
 4.9242260E+001, 1.2224570E+003,-3.3195364E+002, 1.3374974E+000,-1.6324871E+002,-8.1708968E-002, 2.9316750E+002, 0.0000000E+000, 1.0263710E+003, 1.0216779E+003, 3.4279294E+001, 2.7312467E-002, 0.0000000E+000, 6.5425858E+003,-3.0417558E+000,-3.0391692E+000,-2.9791754E+000,-2.9610579E+000,-3.0409419E+000,-2.9979249E+000
 4.9314713E+001, 1.2249080E+003,-3.3272335E+002, 1.3379618E+000,-1.6342664E+002,-8.2107333E-002, 2.9244251E+002, 0.0000000E+000, 1.0187819E+003, 1.0224564E+003, 3.4279294E+001, 2.7352398E-002, 0.0000000E+000, 6.5595407E+003,-3.0418148E+000,-3.0392595E+000,-2.9791726E+000,-2.9612879E+000,-3.0409560E+000,-2.9979520E+000
 4.9387169E+001, 1.2235366E+003,-3.3109800E+002, 1.3381309E+000,-1.6356873E+002,-8.2432897E-002, 2.9281697E+002, 0.0000000E+000, 1.0209333E+003, 1.0229426E+003, 3.4279294E+001, 2.7392328E-002, 0.0000000E+000, 6.5765329E+003,-3.0418057E+000,-3.0392537E+000,-2.9791590E+000,-2.9615929E+000,-3.0409368E+000,-2.9979794E+000
 4.9459621E+001, 1.2201087E+003,-3.4232582E+002, 1.3367302E+000,-1.6366427E+002,-8.2683524E-002, 2.9007802E+002, 0.0000000E+000, 1.0211265E+003, 1.0054507E+003, 3.4279294E+001, 2.7432259E-002, 0.0000000E+000, 6.5935311E+003,-3.0417357E+000,-3.0391587E+000,-2.9791378E+000,-2.9619093E+000,-3.0408923E+000,-2.9980179E+000
 4.9532074E+001, 1.2274993E+003,-3.3686828E+002, 1.3378027E+000,-1.6371005E+002,-8.2877840E-002, 2.8981285E+002, 0.0000000E+000, 1.0006946E+003, 1.0179887E+003, 3.4279294E+001, 2.7472189E-002, 0.0000000E+000, 6.6102024E+003,-3.0415995E+000,-3.0390360E+000,-2.9791075E+000,-2.9622398E+000,-3.0408078E+000,-2.9980597E+000
 4.9604530E+001, 1.2425584E+003,-3.2350087E+002, 1.3390586E+000,-1.6378414E+002,-8.3040118E-002, 2.9797221E+002, 0.0000000E+000, 1.0186606E+003, 1.0545017E+003, 3.4279294E+001, 2.7512120E-002, 0.0000000E+000, 6.6271712E+003,-3.0413880E+000,-3.0388759E+000,-2.9790668E+000,-2.9625327E+000,-3.0406812E+000,-2.9980985E+000
 4.9676983E+001, 1.2495246E+003,-3.2355191E+002, 1.3380669E+000,-1.6391595E+002,-8.3197108E-002, 3.0495905E+002, 0.0000000E+000, 1.0582965E+003, 1.0682707E+003, 3.4279294E+001, 2.7552050E-002, 0.0000000E+000, 6.6447888E+003,-3.0411224E+000,-3.0385796E+000,-2.9790254E+000,-2.9626093E+000,-3.0405688E+000,-2.9981477E+000
 4.9749435E+001, 1.2509225E+003,-3.2306436E+002, 1.3371988E+000,-1.6403145E+002,-8.3382020E-002, 3.0677592E+002, 0.0000000E+000, 1.0679934E+003, 1.0718564E+003, 3.4279294E+001, 2.7591981E-002, 0.0000000E+000, 6.6625703E+003,-3.0408250E+000,-3.0382651E+000,-2.9789848E+000,-2.9624870E+000,-3.0404851E+000,-2.9981959E+000
 4.9821892E+001, 1.2516917E+003,-3.2348436E+002, 1.3365514E+000,-1.6415678E+002,-8.3602497E-002, 3.0727033E+002, 0.0000000E+000, 1.0705530E+003, 1.0725738E+003, 3.4279294E+001, 2.7631911E-002, 0.0000000E+000, 6.6803976E+003,-3.0404890E+000,-3.0381026E+000,-2.9789344E+000,-2.9623362E+000,-3.0403879E+000,-2.9982102E+000
 4.9894344E+001, 1.2521361E+003,-3.2065730E+002, 1.3370257E+000,-1.6428116E+002,-8.3824591E-002, 3.0801631E+002, 0.0000000E+000, 1.0709954E+003, 1.0764672E+003, 3.4279294E+001, 2.7671842E-002, 0.0000000E+000, 6.6982366E+003,-3.0401145E+000,-3.0381048E+000,-2.9788723E+000,-2.9622354E+000,-3.0402632E+000,-2.9981815E+000
 4.9966797E+001, 1.2504814E+003,-3.2230228E+002, 1.3375179E+000,-1.6438770E+002,-8.4021108E-002, 3.0816837E+002, 0.0000000E+000, 1.0756289E+003, 1.0732132E+003, 3.4279294E+001, 2.7711772E-002, 0.0000000E+000, 6.7161562E+003,-3.0397148E+000,-3.0381973E+000,-2.9788023E+000,-2.9622007E+000,-3.0401222E+000,-2.9981173E+000
 5.0039249E+001, 1.2484819E+003,-3.2179662E+002, 1.3379358E+000,-1.6450203E+002,-8.4189851E-002, 3.0733508E+002, 0.0000000E+000, 1.0711003E+003, 1.0707721E+003, 3.4279294E+001, 2.7751703E-002, 0.0000000E+000, 6.7340077E+003,-3.0393092E+000,-3.0382901E+000,-2.9787296E+000,-2.9622377E+000,-3.0399803E+000,-2.9980311E+000
 5.0111706E+001, 1.2565074E+003,-3.1785949E+002, 1.3400777E+000,-1.6461127E+002,-8.4344146E-002, 3.0943450E+002, 0.0000000E+000, 1.0690721E+003, 1.0847269E+003, 3.4279294E+001, 2.7791633E-002, 0.0000000E+000, 6.7518308E+003,-3.0389139E+000,-3.0383290E+000,-2.9786579E+000,-2.9623502E+000,-3.0398423E+000,-2.9979350E+000
 5.0184158E+001, 1.2576878E+003,-3.1440239E+002, 1.3400874E+000,-1.6475449E+002,-8.4483248E-002, 3.1271636E+002, 0.0000000E+000, 1.0855963E+003, 1.0925029E+003, 3.4279294E+001, 2.7831564E-002, 0.0000000E+000, 6.7699260E+003,-3.0385502E+000,-3.0382273E+000,-2.9785928E+000,-2.9624752E+000,-3.0397293E+000,-2.9978476E+000
 5.0256611E+001, 1.2586808E+003,-3.1809999E+002, 1.3400241E+000,-1.6494042E+002,-8.4585398E-002, 3.1313573E+002, 0.0000000E+000, 1.0919458E+003, 1.0900316E+003, 3.4279294E+001, 2.7871494E-002, 0.0000000E+000, 6.7881301E+003,-3.0382431E+000,-3.0379512E+000,-2.9785414E+000,-2.9625615E+000,-3.0396609E+000,-2.9977845E+000
 5.0329067E+001, 1.2573954E+003,-3.2311421E+002, 1.3401718E+000,-1.6513491E+002,-8.4635226E-002, 3.1135019E+002, 0.0000000E+000, 1.0879898E+003, 1.0817520E+003, 3.4279294E+001, 2.7911425E-002, 0.0000000E+000, 6.8062715E+003,-3.0380033E+000,-3.0376067E+000,-2.9785054E+000,-2.9626342E+000,-3.0396230E+000,-2.9977478E+000
 5.0401520E+001, 1.2567093E+003,-3.2077202E+002, 1.3415340E+000,-1.6531776E+002,-8.4587986E-002, 3.1047687E+002, 0.0000000E+000, 1.0789678E+003, 1.0823533E+003, 3.4279294E+001, 2.7951356E-002, 0.0000000E+000, 6.8242714E+003,-3.0378248E+000,-3.0372921E+000,-2.9784819E+000,-2.9627293E+000,-3.0395904E+000,-2.9977312E+000
 5.0473972E+001, 1.2540232E+003,-3.2514354E+002, 1.3410230E+000,-1.6550724E+002,-8.4432416E-002, 3.0935727E+002, 0.0000000E+000, 1.0810545E+003, 1.0739863E+003, 3.4279294E+001, 2.7991286E-002, 0.0000000E+000, 6.8423081E+003,-3.0377000E+000,-3.0370108E+000,-2.9784710E+000,-2.9628398E+000,-3.0395557E+000,-2.9977334E+000
 5.0546429E+001, 1.2536397E+003,-3.2236323E+002, 1.3412329E+000,-1.6569560E+002,-8.4350939E-002, 3.0840144E+002, 0.0000000E+000, 1.0709818E+003, 1.0752392E+003, 3.4279294E+001, 2.8031217E-002, 0.0000000E+000, 6.8601829E+003,-3.0376254E+000,-3.0367343E+000,-2.9784746E+000,-2.9629516E+000,-3.0395215E+000,-2.9977551E+000
 5.0618881E+001, 1.2531128E+003,-3.1530284E+002, 1.3417331E+000,-1.6593533E+002,-8.4378696E-002, 3.1000492E+002, 0.0000000E+000, 1.0739790E+003, 1.0831369E+003, 3.4279294E+001, 2.8071147E-002, 0.0000000E+000, 6.8781058E+003,-3.0375883E+000,-3.0364686E+000,-2.9784892E+000,-2.9630698E+000,-3.0394817E+000,-2.9977887E+000
 5.0698582E+001, 1.2380897E+003,-3.1408912E+002, 1.3400263E+000,-1.6625737E+002,-8.4479091E-002, 3.0834301E+002, 0.0000000E+000, 1.0825846E+003, 1.0673418E+003, 3.4279294E+001, 2.8121060E-002, 0.0000000E+000, 6.8979708E+003,-3.0375828E+000,-3.0361656E+000,-2.9785165E+000,-2.9631531E+000,-3.0394477E+000,-2.9978394E+000
 5.0778278E+001, 1.2477044E+003,-3.1320228E+002, 1.3430280E+000,-1.6662843E+002,-8.4554831E-002, 3.0732876E+002, 0.0000000E+000, 1.0626534E+003, 1.0764610E+003, 3.4279294E+001, 2.8160991E-002, 0.0000000E+000, 6.9174730E+003,-3.0376053E+000,-3.0359219E+000,-2.9785509E+000,-2.9632205E+000,-3.0394153E+000,-2.9978926E+000
 5.0857979E+001, 1.2558444E+003,-3.1187440E+002, 1.3427246E+000,-1.6708385E+002,-8.4607985E-002, 3.1069530E+002, 0.0000000E+000, 1.0763376E+003, 1.0888395E+003, 3.4279294E+001, 2.8200921E-002, 0.0000000E+000, 6.9372061E+003,-3.0376255E+000,-3.0357689E+000,-2.9785831E+000,-2.9632740E+000,-3.0393667E+000,-2.9979345E+000
 5.0937679E+001, 1.2748765E+003,-3.2604476E+002, 1.3441670E+000,-1.6761959E+002,-8.4640302E-002, 3.1292307E+002, 0.0000000E+000, 1.0885220E+003, 1.0953947E+003, 3.4279294E+001, 2.8250834E-002, 0.0000000E+000, 6.9571410E+003,-3.0376455E+000,-3.0356099E+000,-2.9786159E+000,-2.9631863E+000,-3.0393377E+000,-2.9979747E+000
 5.1017376E+001, 1.2913814E+003,-3.3238713E+002, 1.3437110E+000,-1.6822326E+002,-8.4544951E-002, 3.1530956E+002, 0.0000000E+000, 1.0940649E+003, 1.1073398E+003, 3.4279294E+001, 2.8290765E-002, 0.0000000E+000, 6.9771613E+003,-3.0376557E+000,-3.0354728E+000,-2.9786432E+000,-2.9629423E+000,-3.0393244E+000,-2.9980026E+000
 5.1097076E+001, 1.3001323E+003,-3.4351864E+002, 1.3417680E+000,-1.6888592E+002,-8.4407799E-002, 3.1656834E+002, 0.0000000E+000, 1.1071668E+003, 1.1055535E+003, 3.4279294E+001, 2.8340678E-002, 0.0000000E+000, 6.9974104E+003,-3.0376358E+000,-3.0353822E+000,-2.9786559E+000,-2.9625610E+000,-3.0393062E+000,-2.9979997E+000
 5.1176773E+001, 1.3072444E+003,-3.5179208E+002, 1.3420525E+000,-1.6956254E+002,-8.4285983E-002, 3.1545155E+002, 0.0000000E+000, 1.1027779E+003, 1.1025991E+003, 3.4279294E+001, 2.8380608E-002, 0.0000000E+000, 7.0175765E+003,-3.0375721E+000,-3.0353619E+000,-2.9786519E+000,-2.9620666E+000,-3.0392670E+000,-2.9979550E+000
 5.1256474E+001, 1.3109999E+003,-3.5567727E+002, 1.3421398E+000,-1.7022361E+002,-8.4274560E-002, 3.1478675E+002, 0.0000000E+000, 1.1000469E+003, 1.1011437E+003, 3.4279294E+001, 2.8430522E-002, 0.0000000E+000, 7.0376877E+003,-3.0374425E+000,-3.0354333E+000,-2.9786284E+000,-2.9615325E+000,-3.0391779E+000,-2.9978582E+000
 5.1336174E+001, 1.3118986E+003,-3.6078513E+002, 1.3414663E+000,-1.7087416E+002,-8.4312362E-002, 3.1353814E+002, 0.0000000E+000, 1.0987865E+003, 1.0950346E+003, 3.4279294E+001, 2.8470452E-002, 0.0000000E+000, 7.0577686E+003,-3.0372327E+000,-3.0355375E+000,-2.9785861E+000,-2.9610129E+000,-3.0390298E+000,-2.9977130E+000
 5.1415871E+001, 1.3133948E+003,-3.7477577E+002, 1.3409621E+000,-1.7152542E+002,-8.4440742E-002, 3.0982351E+002, 0.0000000E+000, 1.0916989E+003, 1.0781736E+003, 3.4279294E+001, 2.8510383E-002, 0.0000000E+000, 7.0777175E+003,-3.0369342E+000,-3.0356136E+000,-2.9785289E+000,-2.9605736E+000,-3.0388197E+000,-2.9975306E+000
 5.1495571E+001, 1.3170501E+003,-3.7347248E+002, 1.3422700E+000,-1.7215247E+002,-8.4683266E-002, 3.0790842E+002, 0.0000000E+000, 1.0731575E+003, 1.0805912E+003, 3.4279294E+001, 2.8560296E-002, 0.0000000E+000, 7.0973289E+003,-3.0365351E+000,-3.0356499E+000,-2.9784601E+000,-2.9602893E+000,-3.0385361E+000,-2.9973220E+000
 5.1575272E+001, 1.3244396E+003,-3.7563916E+002, 1.3429754E+000,-1.7282318E+002,-8.4851041E-002, 3.0950327E+002, 0.0000000E+000, 1.0789741E+003, 1.0867387E+003, 3.4279294E+001, 2.8600226E-002, 0.0000000E+000, 7.1170370E+003,-3.0360335E+000,-3.0355895E+000,-2.9783862E+000,-2.9601457E+000,-3.0381901E+000,-2.9971111E+000
 5.1654968E+001, 1.3357224E+003,-3.7895142E+002, 1.3434885E+000,-1.7350710E+002,-8.4841314E-002, 3.1183553E+002, 0.0000000E+000, 1.0852695E+003, 1.0963580E+003, 3.4279294E+001, 2.8650139E-002, 0.0000000E+000, 7.1368548E+003,-3.0354525E+000,-3.0353776E+000,-2.9783187E+000,-2.9600447E+000,-3.0378251E+000,-2.9969312E+000
 5.1734669E+001, 1.3538024E+003,-3.6277752E+002, 1.3456989E+000,-1.7421881E+002,-8.4269326E-002, 3.1956141E+002, 0.0000000E+000, 1.0952737E+003, 1.1376289E+003, 3.4279294E+001, 2.8690070E-002, 0.0000000E+000, 7.1568446E+003,-3.0348185E+000,-3.0350874E+000,-2.9782630E+000,-2.9599505E+000,-3.0374612E+000,-2.9967969E+000
 5.1814369E+001, 1.3728538E+003,-3.7922489E+002, 1.3373992E+000,-1.7504421E+002,-7.9312088E-002, 3.2632270E+002, 0.0000000E+000, 1.1417996E+003, 1.1461655E+003, 3.4279294E+001, 2.8739983E-002, 0.0000000E+000, 7.1776528E+003,-3.0341741E+000,-3.0347568E+000,-2.9782222E+000,-2.9597883E+000,-3.0371308E+000,-2.9967180E+000
 5.1894066E+001, 1.3820478E+003,-3.9037879E+002, 1.3440657E+000,-1.7587114E+002,-7.7310695E-002, 3.2631093E+002, 0.0000000E+000, 1.1445097E+003, 1.1433755E+003, 3.4279294E+001, 2.8779914E-002, 0.0000000E+000, 7.1985144E+003,-3.0335710E+000,-3.0345406E+000,-2.9781963E+000,-2.9595721E+000,-3.0368466E+000,-2.9966851E+000
 5.1973766E+001, 1.3678386E+003,-3.8011140E+002, 1.3254294E+000,-1.7668263E+002,-8.1377695E-002, 3.2489612E+002, 0.0000000E+000, 1.1406685E+003, 1.1371848E+003, 3.4279294E+001, 2.8819844E-002, 0.0000000E+000, 7.2193182E+003,-3.0330227E+000,-3.0347219E+000,-2.9781681E+000,-2.9594915E+000,-3.0365442E+000,-2.9966542E+000
 5.2053463E+001, 1.3779953E+003,-3.7785844E+002, 1.3471602E+000,-1.7748615E+002,-8.2664149E-002, 3.2634766E+002, 0.0000000E+000, 1.1345207E+003, 1.1502629E+003, 3.4279294E+001, 2.8869757E-002, 0.0000000E+000, 7.2400007E+003,-3.0325570E+000,-3.0353452E+000,-2.9781347E+000,-2.9595682E+000,-3.0362078E+000,-2.9966153E+000
 5.2133163E+001, 1.3631187E+003,-3.9317829E+002, 1.3345502E+000,-1.7831354E+002,-8.3136707E-002, 3.2259297E+002, 0.0000000E+000, 1.1507044E+003, 1.1154713E+003, 3.4279294E+001, 2.8909688E-002, 0.0000000E+000, 7.2609848E+003,-3.0322053E+000,-3.0362099E+000,-2.9780953E+000,-2.9597138E+000,-3.0358619E+000,-2.9965748E+000
 5.2212864E+001, 1.3608416E+003,-3.8126973E+002, 1.3391286E+000,-1.7911371E+002,-8.3792143E-002, 3.1807699E+002, 0.0000000E+000, 1.1075735E+003, 1.1197905E+003, 3.4279294E+001, 2.8959601E-002, 0.0000000E+000, 7.2811870E+003,-3.0319904E+000,-3.0371785E+000,-2.9780498E+000,-2.9599601E+000,-3.0355093E+000,-2.9965238E+000
 5.2292561E+001, 1.3522188E+003,-3.8052069E+002, 1.3412976E+000,-1.7994619E+002,-8.4571842E-002, 3.1803631E+002, 0.0000000E+000, 1.1197250E+003, 1.1110449E+003, 3.4279294E+001, 2.8999531E-002, 0.0000000E+000, 7.3016009E+003,-3.0319176E+000,-3.0381485E+000,-2.9779966E+000,-2.9602973E+000,-3.0351454E+000,-2.9964601E+000
 5.2372261E+001, 1.3298568E+003,-3.8297682E+002, 1.3354703E+000,-1.8073656E+002,-8.5308967E-002, 3.1167896E+002, 0.0000000E+000, 1.1072384E+003, 1.0790725E+003, 3.4279294E+001, 2.9049444E-002, 0.0000000E+000, 7.3218023E+003,-3.0320160E+000,-3.0389460E+000,-2.9779475E+000,-2.9605554E+000,-3.0348405E+000,-2.9964062E+000
 5.2451962E+001, 1.3183859E+003,-3.8561465E+002, 1.3425421E+000,-1.8139982E+002,-8.5768409E-002, 3.0428367E+002, 0.0000000E+000, 1.0722865E+003, 1.0569118E+003, 3.4279294E+001, 2.9089375E-002, 0.0000000E+000, 7.3414028E+003,-3.0322847E+000,-3.0396342E+000,-2.9779117E+000,-2.9608123E+000,-3.0346038E+000,-2.9963656E+000
 5.2531658E+001, 1.3113794E+003,-3.7221713E+002, 1.3448982E+000,-1.8206515E+002,-8.6033403E-002, 3.0266329E+002, 0.0000000E+000, 1.0517801E+003, 1.0610193E+003, 3.4279294E+001, 2.9129305E-002, 0.0000000E+000, 7.3606526E+003,-3.0326904E+000,-3.0402739E+000,-2.9778765E+000,-2.9610924E+000,-3.0344270E+000,-2.9963188E+000
 5.2611359E+001, 1.2991445E+003,-3.6524015E+002, 1.3481342E+000,-1.8271310E+002,-8.6140161E-002, 3.0275890E+002, 0.0000000E+000, 1.0601781E+003, 1.0552121E+003, 3.4279294E+001, 2.9179219E-002, 0.0000000E+000, 7.3800473E+003,-3.0332228E+000,-3.0407091E+000,-2.9778518E+000,-2.9612745E+000,-3.0343671E+000,-2.9962833E+000
 5.2691059E+001, 1.2875675E+003,-3.5749574E+002, 1.3487263E+000,-1.8333568E+002,-8.6133577E-002, 3.0090821E+002, 0.0000000E+000, 1.0526435E+003, 1.0489069E+003, 3.4279294E+001, 2.9219149E-002, 0.0000000E+000, 7.3993105E+003,-3.0338708E+000,-3.0409488E+000,-2.9778482E+000,-2.9612970E+000,-3.0344670E+000,-2.9962773E+000
 5.2770756E+001, 1.2828923E+003,-3.5000500E+002, 1.3539345E+000,-1.8384055E+002,-8.6042721E-002, 3.0086053E+002, 0.0000000E+000, 1.0473247E+003, 1.0511752E+003, 3.4279294E+001, 2.9269062E-002, 0.0000000E+000, 7.4184812E+003,-3.0345948E+000,-3.0411456E+000,-2.9778638E+000,-2.9612316E+000,-3.0347110E+000,-2.9963015E+000
 5.2850456E+001, 1.2713059E+003,-3.4432901E+002, 1.3549425E+000,-1.8434183E+002,-8.5852473E-002, 3.0058745E+002, 0.0000000E+000, 1.0511190E+003, 1.0444916E+003, 3.4279294E+001, 2.9308993E-002, 0.0000000E+000, 7.4377342E+003,-3.0353408E+000,-3.0413910E+000,-2.9779079E+000,-2.9611212E+000,-3.0350862E+000,-2.9963843E+000
 5.2930153E+001, 1.2658572E+003,-3.5015493E+002, 1.3576441E+000,-1.8475113E+002,-8.5708371E-002, 2.9766055E+002, 0.0000000E+000, 1.0429433E+003, 1.0298837E+003, 3.4279294E+001, 2.9358906E-002, 0.0000000E+000, 7.4568645E+003,-3.0360805E+000,-3.0416387E+000,-2.9779690E+000,-2.9609904E+000,-3.0355858E+000,-2.9965150E+000
 5.3009853E+001, 1.2576959E+003,-3.3725175E+002, 1.3573674E+000,-1.8498267E+002,-8.6378379E-002, 2.9684283E+002, 0.0000000E+000, 1.0269701E+003, 1.0335753E+003, 3.4279294E+001, 2.9398836E-002, 0.0000000E+000, 7.4757432E+003,-3.0367771E+000,-3.0418982E+000,-2.9780448E+000,-2.9609077E+000,-3.0361752E+000,-2.9966783E+000
 5.3089554E+001, 1.2576272E+003,-3.2560856E+002, 1.3588867E+000,-1.8512655E+002,-8.7372581E-002, 3.0015851E+002, 0.0000000E+000, 1.0335493E+003, 1.0483222E+003, 3.4279294E+001, 2.9438767E-002, 0.0000000E+000, 7.4947561E+003,-3.0374032E+000,-3.0420715E+000,-2.9781356E+000,-2.9608627E+000,-3.0368357E+000,-2.9968679E+000
