Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 1.551E-01, 6.963E+01, 2.861E+01, 5.789E+01, 7.046E+00, 1.889E+01, 1.083E+01, 5.691E-03, 3.790E+01, 1.733E+00, 1.409E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.327E+02
