s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,ZONE_1,ZONE_2,ZONE_3,ZONE_4,ZONE_5,ZONE_6,ZONE_7
 1.8012774E+001, 2.7158371E+002,-5.2858462E+001, 7.8821225E-001,-1.4525791E+001,-1.8398717E-002, 8.1522188E+001, 0.0000000E+000, 2.8192642E+002, 2.8649146E+002, 3.4279294E+001, 5.9696109E-003, 0.0000000E+000, 6.0209793E+002,-2.9837846E+000,-3.0025905E+000,-2.9601197E+000,-2.9415735E+000,-2.9868516E+000,-2.9608028E+000
 1.8417963E+001, 2.7349604E+002,-5.5162642E+001, 8.0622499E-001,-1.5206456E+001,-1.8734144E-002, 8.1632455E+001, 0.0000000E+000, 2.8400852E+002, 2.8554688E+002, 3.4279294E+001, 6.0827474E-003, 0.0000000E+000, 6.2860415E+002,-2.9852389E+000,-3.0040941E+000,-2.9603960E+000,-2.9406686E+000,-2.9907609E+000,-2.9614496E+000
 1.8688091E+001, 2.7725422E+002,-5.7597024E+001, 8.2384321E-001,-1.5912926E+001,-1.9025832E-002, 8.1692195E+001, 0.0000000E+000, 2.8345639E+002, 2.8624128E+002, 3.4279294E+001, 6.1942200E-003, 0.0000000E+000, 6.4624363E+002,-2.9864227E+000,-3.0050655E+000,-2.9604231E+000,-2.9405018E+000,-2.9923224E+000,-2.9619953E+000
 1.8958218E+001, 2.8162424E+002,-5.8362664E+001, 8.3730555E-001,-1.6481397E+001,-1.9290681E-002, 8.2745504E+001, 0.0000000E+000, 2.8651666E+002, 2.9034370E+002, 3.4279294E+001, 6.2840637E-003, 0.0000000E+000, 6.6407351E+002,-2.9877922E+000,-3.0061856E+000,-2.9604335E+000,-2.9407616E+000,-2.9930837E+000,-2.9628580E+000
 1.9228346E+001, 2.8639974E+002,-6.4097018E+001, 8.4984483E-001,-1.7000064E+001,-1.9601741E-002, 8.3114867E+001, 0.0000000E+000, 2.9097875E+002, 2.8924777E+002, 3.4279294E+001, 6.3739073E-003, 0.0000000E+000, 6.8218105E+002,-2.9891104E+000,-3.0072920E+000,-2.9604563E+000,-2.9412502E+000,-2.9930950E+000,-2.9639294E+000
 1.9562122E+001, 2.9858885E+002,-6.5331747E+001, 8.6312028E-001,-1.7449196E+001,-1.9958439E-002, 8.5824981E+001, 0.0000000E+000, 2.9511589E+002, 3.0247605E+002, 3.4279294E+001, 6.4720698E-003, 0.0000000E+000, 7.0487776E+002,-2.9899076E+000,-3.0079561E+000,-2.9604104E+000,-2.9418621E+000,-2.9920407E+000,-2.9649198E+000
 1.9895899E+001, 2.9776680E+002,-6.2575497E+001, 8.7741013E-001,-1.7850935E+001,-2.0335246E-002, 8.7489288E+001, 0.0000000E+000, 3.0456242E+002, 3.0568673E+002, 3.4279294E+001, 6.5818787E-003, 0.0000000E+000, 7.2829423E+002,-2.9888863E+000,-3.0074190E+000,-2.9601741E+000,-2.9419263E+000,-2.9903032E+000,-2.9651327E+000
 2.0118416E+001, 3.0014908E+002,-6.4409229E+001, 8.8977083E-001,-1.8146911E+001,-2.0640291E-002, 8.7115362E+001, 0.0000000E+000, 3.0155779E+002, 3.0557743E+002, 3.4279294E+001, 6.6783774E-003, 0.0000000E+000, 7.4375358E+002,-2.9870140E+000,-3.0070993E+000,-2.9599638E+000,-2.9417241E+000,-2.9891882E+000,-2.9651471E+000
 2.0452194E+001, 3.0491631E+002,-6.7079772E+001, 9.0241255E-001,-1.8495240E+001,-2.0914753E-002, 8.8048195E+001, 0.0000000E+000, 3.0571914E+002, 3.0827099E+002, 3.4279294E+001, 6.7682211E-003, 0.0000000E+000, 7.6725645E+002,-2.9831732E+000,-3.0064010E+000,-2.9598053E+000,-2.9410836E+000,-2.9883500E+000,-2.9653650E+000
 2.0819347E+001, 3.0928426E+002,-6.8013279E+001, 9.1888155E-001,-1.9017718E+001,-2.1276593E-002, 8.9040877E+001, 0.0000000E+000, 3.0867642E+002, 3.1219174E+002, 3.4279294E+001, 6.8880126E-003, 0.0000000E+000, 7.9335534E+002,-2.9794122E+000,-3.0054797E+000,-2.9599091E+000,-2.9403308E+000,-2.9888340E+000,-2.9657636E+000
 2.1064117E+001, 3.1776281E+002,-6.9983321E+001, 9.3316270E-001,-1.9531342E+001,-2.1580019E-002, 9.1310934E+001, 0.0000000E+000, 3.1623971E+002, 3.2047067E+002, 3.4279294E+001, 6.9878389E-003, 0.0000000E+000, 8.1117651E+002,-2.9780701E+000,-3.0046778E+000,-2.9600644E+000,-2.9396207E+000,-2.9898506E+000,-2.9659823E+000
 2.1308887E+001, 3.2240559E+002,-7.4445565E+001, 9.4424150E-001,-1.9945616E+001,-2.1825596E-002, 9.1640114E+001, 0.0000000E+000, 3.1884748E+002, 3.2057694E+002, 3.4279294E+001, 7.0676999E-003, 0.0000000E+000, 8.2914387E+002,-2.9779057E+000,-3.0041519E+000,-2.9602311E+000,-2.9388370E+000,-2.9911852E+000,-2.9660588E+000
 2.1676041E+001, 3.2629767E+002,-7.4135096E+001, 9.5799127E-001,-2.0459691E+001,-2.2120405E-002, 9.2726242E+001, 0.0000000E+000, 3.2138387E+002, 3.2536500E+002, 3.4279294E+001, 7.1708537E-003, 0.0000000E+000, 8.5630568E+002,-2.9795403E+000,-3.0043494E+000,-2.9605126E+000,-2.9378068E+000,-2.9934324E+000,-2.9659679E+000
 2.1920811E+001, 3.3068699E+002,-7.4235600E+001, 9.7107584E-001,-2.1000637E+001,-2.2348657E-002, 9.4462798E+001, 0.0000000E+000, 3.2846953E+002, 3.3086227E+002, 3.4279294E+001, 7.2773351E-003, 0.0000000E+000, 8.7480584E+002,-2.9814041E+000,-3.0048029E+000,-2.9607715E+000,-2.9371426E+000,-2.9949917E+000,-2.9659372E+000
 2.2287964E+001, 3.3603337E+002,-7.4984980E+001, 9.8329119E-001,-2.1513591E+001,-2.2407982E-002, 9.5842163E+001, 0.0000000E+000, 3.3242185E+002, 3.3633785E+002, 3.4279294E+001, 7.3771613E-003, 0.0000000E+000, 9.0288571E+002,-2.9844287E+000,-3.0054966E+000,-2.9612784E+000,-2.9363551E+000,-2.9970978E+000,-2.9660701E+000
 2.2532734E+001, 3.4075972E+002,-7.6959879E+001, 9.9520991E-001,-2.1973831E+001,-2.2838027E-002, 9.7293462E+001, 0.0000000E+000, 3.3904297E+002, 3.4009184E+002, 3.4279294E+001, 7.4769876E-003, 0.0000000E+000, 9.2198120E+002,-2.9861838E+000,-3.0056860E+000,-2.9616675E+000,-2.9361124E+000,-2.9981704E+000,-2.9662497E+000
 2.2899889E+001, 3.4348749E+002,-7.8993742E+001, 1.0066723E+000,-2.2382747E+001,-2.3239790E-002, 9.7100050E+001, 0.0000000E+000, 3.3691060E+002, 3.4019449E+002, 3.4279294E+001, 7.5768139E-003, 0.0000000E+000, 9.5046139E+002,-2.9880690E+000,-3.0062090E+000,-2.9622515E+000,-2.9362109E+000,-2.9990530E+000,-2.9664502E+000
 2.3144657E+001, 3.4666600E+002,-7.6804904E+001, 1.0180426E+000,-2.2829502E+001,-2.3534122E-002, 9.8935880E+001, 0.0000000E+000, 3.4297787E+002, 3.4696199E+002, 3.4279294E+001, 7.6766401E-003, 0.0000000E+000, 9.6978632E+002,-2.9889168E+000,-3.0065841E+000,-2.9626225E+000,-2.9361517E+000,-2.9992499E+000,-2.9664752E+000
 2.3511812E+001, 3.5088153E+002,-7.6135834E+001, 1.0292792E+000,-2.3348413E+001,-2.3843933E-002, 1.0071281E+002, 0.0000000E+000, 3.4925190E+002, 3.5311553E+002, 3.4279294E+001, 7.7864490E-003, 0.0000000E+000, 9.9930070E+002,-2.9900498E+000,-3.0067857E+000,-2.9630998E+000,-2.9358507E+000,-2.9991394E+000,-2.9662131E+000
 2.3781059E+001, 3.5137707E+002,-7.5576613E+001, 1.0415982E+000,-2.3947034E+001,-2.4142237E-002, 1.0113704E+002, 0.0000000E+000, 3.5141604E+002, 3.5400792E+002, 3.4279294E+001, 7.8912666E-003, 0.0000000E+000, 1.0210820E+003,-2.9910531E+000,-3.0066237E+000,-2.9633971E+000,-2.9357521E+000,-2.9988752E+000,-2.9658016E+000
 2.4050304E+001, 3.5747790E+002,-7.9056848E+001, 1.0522114E+000,-2.4499752E+001,-2.4404146E-002, 1.0205034E+002, 0.0000000E+000, 3.5485348E+002, 3.5699944E+002, 3.4279294E+001, 7.9811103E-003, 0.0000000E+000, 1.0430766E+003,-2.9921876E+000,-3.0063082E+000,-2.9637326E+000,-2.9358944E+000,-2.9985756E+000,-2.9652867E+000
 2.4361910E+001, 3.7444395E+002,-8.2251978E+001, 1.0629568E+000,-2.5107453E+001,-2.4679421E-002, 1.0635000E+002, 0.0000000E+000, 3.6671322E+002, 3.7447279E+002, 3.4279294E+001, 8.0708732E-003, 0.0000000E+000, 1.0693736E+003,-2.9933952E+000,-3.0059423E+000,-2.9640613E+000,-2.9360582E+000,-2.9985287E+000,-2.9649365E+000
 2.4640842E+001, 3.7603012E+002,-8.5133426E+001, 1.0718413E+000,-2.5728119E+001,-2.4981834E-002, 1.0703879E+002, 0.0000000E+000, 3.7409009E+002, 3.7325422E+002, 3.4279294E+001, 8.1657889E-003, 0.0000000E+000, 1.0933835E+003,-2.9938678E+000,-3.0065114E+000,-2.9640717E+000,-2.9364420E+000,-2.9988345E+000,-2.9648906E+000
 2.4919775E+001, 3.7648040E+002,-8.4250168E+001, 1.0808800E+000,-2.6261603E+001,-2.5295106E-002, 1.0683110E+002, 0.0000000E+000, 3.7139481E+002, 3.7385531E+002, 3.4279294E+001, 8.2622876E-003, 0.0000000E+000, 1.1172249E+003,-2.9930514E+000,-3.0070700E+000,-2.9641009E+000,-2.9372226E+000,-2.9992418E+000,-2.9648960E+000
 2.5208006E+001, 3.7733032E+002,-8.4930186E+001, 1.0892749E+000,-2.6766825E+001,-2.5613312E-002, 1.0710885E+002, 0.0000000E+000, 3.7375120E+002, 3.7380582E+002, 3.4279294E+001, 8.3564248E-003, 0.0000000E+000, 1.1420173E+003,-2.9906750E+000,-3.0067745E+000,-2.9642177E+000,-2.9376169E+000,-2.9997431E+000,-2.9650269E+000
 2.5514832E+001, 3.7991664E+002,-8.5435923E+001, 1.0989294E+000,-2.7284130E+001,-2.5940104E-002, 1.0709386E+002, 0.0000000E+000, 3.7145924E+002, 3.7536343E+002, 3.4279294E+001, 8.4552850E-003, 0.0000000E+000, 1.1682496E+003,-2.9872918E+000,-3.0059461E+000,-2.9642390E+000,-2.9374710E+000,-3.0002386E+000,-2.9651063E+000
 2.5842112E+001, 3.8180181E+002,-8.6986933E+001, 1.1093449E+000,-2.7905361E+001,-2.6249755E-002, 1.0737434E+002, 0.0000000E+000, 3.7382864E+002, 3.7536695E+002, 3.4279294E+001, 8.5629102E-003, 0.0000000E+000, 1.1964073E+003,-2.9842818E+000,-3.0049998E+000,-2.9641589E+000,-2.9370508E+000,-3.0007065E+000,-2.9649663E+000
 2.6179621E+001, 3.8740605E+002,-8.7670505E+001, 1.1210727E+000,-2.8639586E+001,-2.6533514E-002, 1.0865403E+002, 0.0000000E+000, 3.7705968E+002, 3.8084453E+002, 3.4279294E+001, 8.6749028E-003, 0.0000000E+000, 1.2256918E+003,-2.9829863E+000,-3.0048132E+000,-2.9640874E+000,-2.9369426E+000,-3.0012626E+000,-2.9648049E+000
 2.6404625E+001, 3.9314844E+002,-8.9273178E+001, 1.1305784E+000,-2.9232460E+001,-2.6781673E-002, 1.1016929E+002, 0.0000000E+000, 3.8271772E+002, 3.8591589E+002, 3.4279294E+001, 8.7647465E-003, 0.0000000E+000, 1.2455045E+003,-2.9832360E+000,-3.0050346E+000,-2.9640870E+000,-2.9369816E+000,-3.0018569E+000,-2.9648760E+000
 2.6742134E+001, 3.9826491E+002,-8.8327631E+001, 1.1394737E+000,-2.9729246E+001,-2.7075483E-002, 1.1226422E+002, 0.0000000E+000, 3.8963379E+002, 3.9358465E+002, 3.4279294E+001, 8.8612452E-003, 0.0000000E+000, 1.2757557E+003,-2.9846709E+000,-3.0055498E+000,-2.9641678E+000,-2.9372661E+000,-3.0030726E+000,-2.9653307E+000
 2.7079643E+001, 4.0384665E+002,-9.2621237E+001, 1.1483053E+000,-3.0270047E+001,-2.7414026E-002, 1.1292522E+002, 0.0000000E+000, 3.9309508E+002, 3.9500147E+002, 3.4279294E+001, 8.9743816E-003, 0.0000000E+000, 1.3062766E+003,-2.9863313E+000,-3.0059699E+000,-2.9643491E+000,-2.9377528E+000,-3.0044616E+000,-2.9660626E+000
 2.7304647E+001, 4.0870348E+002,-9.4233470E+001, 1.1549591E+000,-3.0695666E+001,-2.7668011E-002, 1.1379615E+002, 0.0000000E+000, 3.9525050E+002, 3.9869779E+002, 3.4279294E+001, 9.0642253E-003, 0.0000000E+000, 1.3267355E+003,-2.9870934E+000,-3.0063103E+000,-2.9645239E+000,-2.9381023E+000,-3.0053634E+000,-2.9666823E+000
 2.7664658E+001, 4.1007800E+002,-9.4206812E+001, 1.1612303E+000,-3.1171767E+001,-2.7946961E-002, 1.1427938E+002, 0.0000000E+000, 3.9734824E+002, 4.0011208E+002, 3.4279294E+001, 9.1652994E-003, 0.0000000E+000, 1.3596419E+003,-2.9875851E+000,-3.0069910E+000,-2.9649690E+000,-2.9382688E+000,-3.0067134E+000,-2.9679576E+000
 2.7912163E+001, 4.1598911E+002,-9.8240132E+001, 1.1675727E+000,-3.1690065E+001,-2.8244443E-002, 1.1485484E+002, 0.0000000E+000, 3.9931588E+002, 4.0205309E+002, 3.4279294E+001, 9.2638778E-003, 0.0000000E+000, 1.3823791E+003,-2.9875343E+000,-3.0077143E+000,-2.9653835E+000,-2.9382033E+000,-3.0074387E+000,-2.9690217E+000
 2.8244318E+001, 4.2801095E+002,-9.7638332E+001, 1.1739778E+000,-3.2216614E+001,-2.8562267E-002, 1.1918878E+002, 0.0000000E+000, 4.1280539E+002, 4.1849020E+002, 3.4279294E+001, 9.3603766E-003, 0.0000000E+000, 1.4139165E+003,-2.9874308E+000,-3.0081327E+000,-2.9658696E+000,-2.9379655E+000,-3.0080185E+000,-2.9701586E+000
 2.8576475E+001, 4.3033580E+002,-9.6405325E+001, 1.1810559E+000,-3.2905108E+001,-2.8915701E-002, 1.2076225E+002, 0.0000000E+000, 4.1966606E+002, 4.2293975E+002, 3.4279294E+001, 9.4735130E-003, 0.0000000E+000, 1.4459790E+003,-2.9876605E+000,-3.0082311E+000,-2.9660144E+000,-2.9382385E+000,-3.0080773E+000,-2.9703826E+000
 2.8908630E+001, 4.3392046E+002,-9.7568763E+001, 1.1879392E+000,-3.3677848E+001,-2.9204772E-002, 1.2179102E+002, 0.0000000E+000, 4.2454276E+002, 4.2562360E+002, 3.4279294E+001, 9.5833219E-003, 0.0000000E+000, 1.4784126E+003,-2.9880464E+000,-3.0083738E+000,-2.9659937E+000,-2.9389665E+000,-3.0079789E+000,-2.9701986E+000
 2.9130066E+001, 4.3776061E+002,-1.0009184E+002, 1.1932964E+000,-3.4351350E+001,-2.9409342E-002, 1.2161173E+002, 0.0000000E+000, 4.2238436E+002, 4.2609303E+002, 3.4279294E+001, 9.6731655E-003, 0.0000000E+000, 1.4999268E+003,-2.9881529E+000,-3.0085586E+000,-2.9659689E+000,-2.9392967E+000,-3.0079666E+000,-2.9699972E+000
 2.9462223E+001, 4.4145172E+002,-1.0137695E+002, 1.1981411E+000,-3.5057588E+001,-2.9655065E-002, 1.2249474E+002, 0.0000000E+000, 4.2628544E+002, 4.2868041E+002, 3.4279294E+001, 9.7663367E-003, 0.0000000E+000, 1.5324907E+003,-2.9877238E+000,-3.0084510E+000,-2.9659119E+000,-2.9389337E+000,-3.0080499E+000,-2.9695970E+000
 2.9794378E+001, 4.4651889E+002,-1.0412003E+002, 1.2031205E+000,-3.5922216E+001,-2.9993299E-002, 1.2312375E+002, 0.0000000E+000, 4.2855620E+002, 4.3077352E+002, 3.4279294E+001, 9.8761456E-003, 0.0000000E+000, 1.5652279E+003,-2.9864369E+000,-3.0082851E+000,-2.9658723E+000,-2.9380347E+000,-3.0080612E+000,-2.9691225E+000
 3.0015816E+001, 4.5114265E+002,-1.0611745E+002, 1.2069005E+000,-3.6637335E+001,-3.0308856E-002, 1.2379816E+002, 0.0000000E+000, 4.3044545E+002, 4.3336261E+002, 3.4279294E+001, 9.9726443E-003, 0.0000000E+000, 1.5871518E+003,-2.9852057E+000,-3.0083449E+000,-2.9659110E+000,-2.9376539E+000,-3.0079549E+000,-2.9688464E+000
 3.0347971E+001, 4.5532523E+002,-1.0733225E+002, 1.2103127E+000,-3.7316549E+001,-3.0619727E-002, 1.2477408E+002, 0.0000000E+000, 4.3396647E+002, 4.3663020E+002, 3.4279294E+001, 1.0062488E-002, 0.0000000E+000, 1.6203086E+003,-2.9833323E+000,-3.0083161E+000,-2.9661207E+000,-2.9375422E+000,-3.0078446E+000,-2.9686989E+000
 3.0680126E+001, 4.6019693E+002,-1.0782800E+002, 1.2140815E+000,-3.8038453E+001,-3.0968097E-002, 1.2631833E+002, 0.0000000E+000, 4.3963686E+002, 4.4183192E+002, 3.4279294E+001, 1.0172297E-002, 0.0000000E+000, 1.6538983E+003,-2.9821661E+000,-3.0080827E+000,-2.9664860E+000,-2.9378056E+000,-3.0080162E+000,-2.9689170E+000
 3.0901564E+001, 4.6490902E+002,-1.1055188E+002, 1.2175745E+000,-3.8575477E+001,-3.1212772E-002, 1.2654801E+002, 0.0000000E+000, 4.3924320E+002, 4.4351603E+002, 3.4279294E+001, 1.0262141E-002, 0.0000000E+000, 1.6762721E+003,-2.9820779E+000,-3.0079351E+000,-2.9667709E+000,-2.9380542E+000,-3.0083471E+000,-2.9691688E+000
 3.1233719E+001, 4.6975659E+002,-1.0963061E+002, 1.2217689E+000,-3.9088002E+001,-3.1506251E-002, 1.2860081E+002, 0.0000000E+000, 4.4641912E+002, 4.5082904E+002, 3.4279294E+001, 1.0355312E-002, 0.0000000E+000, 1.7103716E+003,-2.9830700E+000,-3.0078332E+000,-2.9672184E+000,-2.9383444E+000,-3.0091835E+000,-2.9695670E+000
 3.1565874E+001, 4.7575812E+002,-1.1088088E+002, 1.2269753E+000,-3.9730007E+001,-3.1899011E-002, 1.3058825E+002, 0.0000000E+000, 4.5449780E+002, 4.5693057E+002, 3.4279294E+001, 1.0468448E-002, 0.0000000E+000, 1.7450849E+003,-2.9850625E+000,-3.0082745E+000,-2.9676335E+000,-2.9386448E+000,-3.0102523E+000,-2.9699702E+000
 3.1898029E+001, 4.8091386E+002,-1.1343795E+002, 1.2323713E+000,-4.0417226E+001,-3.2269320E-002, 1.3128373E+002, 0.0000000E+000, 4.5644584E+002, 4.5954251E+002, 3.4279294E+001, 1.0578257E-002, 0.0000000E+000, 1.7799539E+003,-2.9872611E+000,-3.0090766E+000,-2.9678797E+000,-2.9394394E+000,-3.0111970E+000,-2.9704016E+000
 3.2101925E+001, 4.8920078E+002,-1.1238914E+002, 1.2371286E+000,-4.1091440E+001,-3.2503472E-002, 1.3356586E+002, 0.0000000E+000, 4.6031911E+002, 4.7049069E+002, 3.4279294E+001, 1.0665149E-002, 0.0000000E+000, 1.8015422E+003,-2.9883966E+000,-3.0094135E+000,-2.9679393E+000,-2.9401924E+000,-3.0116456E+000,-2.9707024E+000
 3.2474640E+001, 4.9312749E+002,-1.1455855E+002, 1.2389285E+000,-4.1932103E+001,-3.2668068E-002, 1.3566592E+002, 0.0000000E+000, 4.7366132E+002, 4.7350902E+002, 3.4279294E+001, 1.0756281E-002, 0.0000000E+000, 1.8421393E+003,-2.9898405E+000,-3.0100031E+000,-2.9679553E+000,-2.9411271E+000,-3.0123754E+000,-2.9711537E+000
 3.2754173E+001, 4.9513581E+002,-1.1455148E+002, 1.2424484E+000,-4.2830076E+001,-3.2866463E-002, 1.3574209E+002, 0.0000000E+000, 4.7246401E+002, 4.7470592E+002, 3.4279294E+001, 1.0871081E-002, 0.0000000E+000, 1.8725153E+003,-2.9902511E+000,-3.0108294E+000,-2.9679249E+000,-2.9414833E+000,-3.0127003E+000,-2.9713426E+000
 3.3061661E+001, 4.9392287E+002,-1.1477569E+002, 1.2457272E+000,-4.3514444E+001,-3.3031416E-002, 1.3506387E+002, 0.0000000E+000, 4.7044158E+002, 4.7190930E+002, 3.4279294E+001, 1.0967579E-002, 0.0000000E+000, 1.9057926E+003,-2.9900299E+000,-3.0111126E+000,-2.9678217E+000,-2.9417479E+000,-3.0128338E+000,-2.9716032E+000
 3.3369152E+001, 5.0113583E+002,-1.1627043E+002, 1.2490374E+000,-4.4073258E+001,-3.3238222E-002, 1.3678533E+002, 0.0000000E+000, 4.7521522E+002, 4.7879328E+002, 3.4279294E+001, 1.1067406E-002, 0.0000000E+000, 1.9394076E+003,-2.9892126E+000,-3.0105575E+000,-2.9676677E+000,-2.9419584E+000,-3.0127943E+000,-2.9719141E+000
 3.3664562E+001, 5.1088995E+002,-1.1972460E+002, 1.2518701E+000,-4.4479971E+001,-3.3569970E-002, 1.3869366E+002, 0.0000000E+000, 4.8038491E+002, 4.8659734E+002, 3.4279294E+001, 1.1169335E-002, 0.0000000E+000, 1.9720514E+003,-2.9880486E+000,-3.0100777E+000,-2.9675030E+000,-2.9423966E+000,-3.0125937E+000,-2.9720193E+000
 3.3935814E+001, 5.1803364E+002,-1.2252274E+002, 1.2540683E+000,-4.4789361E+001,-3.3931155E-002, 1.4126996E+002, 0.0000000E+000, 4.9286669E+002, 4.9321163E+002, 3.4279294E+001, 1.1260403E-002, 0.0000000E+000, 2.0027953E+003,-2.9868996E+000,-3.0101015E+000,-2.9673639E+000,-2.9426678E+000,-3.0123454E+000,-2.9718568E+000
 3.4207069E+001, 5.1878490E+002,-1.2217096E+002, 1.2575877E+000,-4.5012291E+001,-3.4301036E-002, 1.4133831E+002, 0.0000000E+000, 4.9205547E+002, 4.9416324E+002, 3.4279294E+001, 1.1350247E-002, 0.0000000E+000, 2.0334907E+003,-2.9858516E+000,-3.0105869E+000,-2.9671746E+000,-2.9428214E+000,-3.0119618E+000,-2.9715389E+000
 3.4586826E+001, 5.1609817E+002,-1.1999188E+002, 1.2621189E+000,-4.5226938E+001,-3.4767429E-002, 1.4115724E+002, 0.0000000E+000, 4.9162503E+002, 4.9326394E+002, 3.4279294E+001, 1.1461720E-002, 0.0000000E+000, 2.0764315E+003,-2.9850640E+000,-3.0109644E+000,-2.9669697E+000,-2.9426846E+000,-3.0113503E+000,-2.9711074E+000
 3.4805637E+001, 5.1116539E+002,-1.1754705E+002, 1.2669363E+000,-4.5429179E+001,-3.5183545E-002, 1.4033884E+002, 0.0000000E+000, 4.8957751E+002, 4.8975976E+002, 3.4279294E+001, 1.1564873E-002, 0.0000000E+000, 2.1010728E+003,-2.9852432E+000,-3.0112553E+000,-2.9669441E+000,-2.9426267E+000,-3.0110622E+000,-2.9709381E+000
 3.5133854E+001, 5.1917435E+002,-1.2150073E+002, 1.2716372E+000,-4.5689935E+001,-3.5512609E-002, 1.4127740E+002, 0.0000000E+000, 4.9100180E+002, 4.9449720E+002, 3.4279294E+001, 1.1653053E-002, 0.0000000E+000, 2.1381379E+003,-2.9864828E+000,-3.0120478E+000,-2.9670406E+000,-2.9422618E+000,-3.0108717E+000,-2.9708034E+000
 3.5462074E+001, 5.2776556E+002,-1.2377454E+002, 1.2770184E+000,-4.6195950E+001,-3.5853714E-002, 1.4350109E+002, 0.0000000E+000, 4.9870404E+002, 5.0253733E+002, 3.4279294E+001, 1.1762862E-002, 0.0000000E+000, 2.1757742E+003,-2.9885102E+000,-3.0130441E+000,-2.9672769E+000,-2.9415152E+000,-3.0110182E+000,-2.9707929E+000
 3.5790291E+001, 5.3699537E+002,-1.2735037E+002, 1.2810802E+000,-4.6788621E+001,-3.6078264E-002, 1.4552153E+002, 0.0000000E+000, 5.0579837E+002, 5.0962291E+002, 3.4279294E+001, 1.1872671E-002, 0.0000000E+000, 2.2139410E+003,-2.9906669E+000,-3.0142148E+000,-2.9676261E+000,-2.9413662E+000,-3.0114993E+000,-2.9709681E+000
 3.6009102E+001, 5.4504190E+002,-1.3007127E+002, 1.2833864E+000,-4.7243086E+001,-3.6154875E-002, 1.4738716E+002, 0.0000000E+000, 5.1206909E+002, 5.1636193E+002, 3.4279294E+001, 1.1964178E-002, 0.0000000E+000, 2.2396983E+003,-2.9918147E+000,-3.0147159E+000,-2.9679214E+000,-2.9417984E+000,-3.0119830E+000,-2.9711688E+000
 3.6321056E+001, 5.5655100E+002,-1.3325905E+002, 1.2852539E+000,-4.7670284E+001,-3.6163699E-002, 1.4997563E+002, 0.0000000E+000, 5.1938453E+002, 5.2684639E+002, 3.4279294E+001, 1.2053951E-002, 0.0000000E+000, 2.2769376E+003,-2.9925313E+000,-3.0146764E+000,-2.9683486E+000,-2.9421322E+000,-3.0127439E+000,-2.9714679E+000
 3.6600471E+001, 5.6607260E+002,-1.3948622E+002, 1.2863882E+000,-4.8253800E+001,-3.6263180E-002, 1.5240837E+002, 0.0000000E+000, 5.3295630E+002, 5.3199107E+002, 3.4279294E+001, 1.2148857E-002, 0.0000000E+000, 2.3111490E+003,-2.9919513E+000,-3.0140921E+000,-2.9685476E+000,-2.9415660E+000,-3.0132414E+000,-2.9716098E+000
 3.6973030E+001, 5.6690555E+002,-1.4235176E+002, 1.2903399E+000,-4.8943118E+001,-3.6563057E-002, 1.5099001E+002, 0.0000000E+000, 5.2660854E+002, 5.2785446E+002, 3.4279294E+001, 1.2253675E-002, 0.0000000E+000, 2.3562313E+003,-2.9895535E+000,-3.0135947E+000,-2.9685972E+000,-2.9411584E+000,-3.0130634E+000,-2.9715518E+000
 3.7252449E+001, 5.6843124E+002,-1.4116792E+002, 1.2936485E+000,-4.9658819E+001,-3.6980914E-002, 1.5158156E+002, 0.0000000E+000, 5.2791028E+002, 5.3044273E+002, 3.4279294E+001, 1.2368475E-002, 0.0000000E+000, 2.3901292E+003,-2.9872763E+000,-3.0132808E+000,-2.9685621E+000,-2.9409892E+000,-3.0124293E+000,-2.9715154E+000
 3.7550495E+001, 5.6732654E+002,-1.3863228E+002, 1.2965101E+000,-5.0365490E+001,-3.7319171E-002, 1.5186868E+002, 0.0000000E+000, 5.2881260E+002, 5.3145664E+002, 3.4279294E+001, 1.2462686E-002, 0.0000000E+000, 2.4263506E+003,-2.9852125E+000,-3.0133046E+000,-2.9683696E+000,-2.9407446E+000,-3.0114180E+000,-2.9712981E+000
 3.7857853E+001, 5.6980859E+002,-1.3669980E+002, 1.3002650E+000,-5.1185475E+001,-3.7621800E-002, 1.5332515E+002, 0.0000000E+000, 5.3372925E+002, 5.3651111E+002, 3.4279294E+001, 1.2564800E-002, 0.0000000E+000, 2.4640568E+003,-2.9839141E+000,-3.0134952E+000,-2.9680071E+000,-2.9407314E+000,-3.0102830E+000,-2.9708642E+000
 3.8165215E+001, 5.7232991E+002,-1.3536210E+002, 1.3044999E+000,-5.2149297E+001,-3.8047636E-002, 1.5461735E+002, 0.0000000E+000, 5.3822412E+002, 5.4070231E+002, 3.4279294E+001, 1.2664626E-002, 0.0000000E+000, 2.5020955E+003,-2.9836474E+000,-3.0138570E+000,-2.9676961E+000,-2.9410010E+000,-3.0096245E+000,-2.9705635E+000
