s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,ZONE_1,ZONE_2,ZONE_3,ZONE_4,ZONE_5,ZONE_6,ZONE_7
 3.8472572E+001, 5.7416744E+002,-1.3845460E+002, 1.3089302E+000,-5.3260026E+001,-3.8617945E-002, 1.5397395E+002, 0.0000000E+000, 5.3692518E+002, 5.3769707E+002, 3.4279294E+001, 1.2767780E-002, 0.0000000E+000, 2.5400487E+003,-2.9843534E+000,-3.0148803E+000,-2.9676716E+000,-2.9413440E+000,-3.0098068E+000,-2.9707083E+000
 3.8779934E+001, 5.7656173E+002,-1.3891681E+002, 1.3132515E+000,-5.4472611E+001,-3.9155150E-002, 1.5391477E+002, 0.0000000E+000, 5.3567941E+002, 5.3836117E+002, 3.4279294E+001, 1.2870934E-002, 0.0000000E+000, 2.5779115E+003,-2.9857716E+000,-3.0161421E+000,-2.9679446E+000,-2.9417157E+000,-3.0107872E+000,-2.9711937E+000
 3.9087292E+001, 5.8285331E+002,-1.3944945E+002, 1.3162173E+000,-5.5817455E+001,-3.9508229E-002, 1.5538297E+002, 0.0000000E+000, 5.4020946E+002, 5.4424609E+002, 3.4279294E+001, 1.2970760E-002, 0.0000000E+000, 2.6160807E+003,-2.9876303E+000,-3.0168361E+000,-2.9684115E+000,-2.9422887E+000,-3.0123183E+000,-2.9717628E+000
 3.9394653E+001, 5.9297094E+002,-1.4050257E+002, 1.3188434E+000,-5.7333317E+001,-3.9800473E-002, 1.5818617E+002, 0.0000000E+000, 5.4954196E+002, 5.5460027E+002, 3.4279294E+001, 1.3073914E-002, 0.0000000E+000, 2.6548969E+003,-2.9896934E+000,-3.0173214E+000,-2.9689681E+000,-2.9430773E+000,-3.0140473E+000,-2.9723493E+000
 3.9702015E+001, 6.0777047E+002,-1.4551733E+002, 1.3218858E+000,-5.8968770E+001,-4.0156748E-002, 1.6138573E+002, 0.0000000E+000, 5.6089828E+002, 5.6595182E+002, 3.4279294E+001, 1.3177068E-002, 0.0000000E+000, 2.6945023E+003,-2.9916775E+000,-3.0179452E+000,-2.9695708E+000,-2.9437551E+000,-3.0156418E+000,-2.9730126E+000
 3.9906921E+001, 6.1956603E+002,-1.5110069E+002, 1.3240987E+000,-6.0324349E+001,-4.0491710E-002, 1.6341128E+002, 0.0000000E+000, 5.6849863E+002, 5.7283588E+002, 3.4279294E+001, 1.3261920E-002, 0.0000000E+000, 2.7212565E+003,-2.9927648E+000,-3.0183956E+000,-2.9699703E+000,-2.9441476E+000,-3.0164524E+000,-2.9734301E+000
 4.0214279E+001, 6.2156464E+002,-1.6128997E+002, 1.3256569E+000,-6.1429290E+001,-4.0816129E-002, 1.6095093E+002, 0.0000000E+000, 5.6357805E+002, 5.6108115E+002, 3.4279294E+001, 1.3346772E-002, 0.0000000E+000, 2.7610564E+003,-2.9936601E+000,-3.0188834E+000,-2.9704361E+000,-2.9449191E+000,-3.0169929E+000,-2.9737685E+000
 4.0521641E+001, 6.1966885E+002,-1.5569738E+002, 1.3275498E+000,-6.2460467E+001,-4.1149919E-002, 1.6082566E+002, 0.0000000E+000, 5.5870833E+002, 5.6362306E+002, 3.4279294E+001, 1.3449926E-002, 0.0000000E+000, 2.8005294E+003,-2.9932497E+000,-3.0183410E+000,-2.9706391E+000,-2.9458342E+000,-3.0166595E+000,-2.9736224E+000
 4.0828999E+001, 6.1882081E+002,-1.5280216E+002, 1.3290408E+000,-6.3504638E+001,-4.1434479E-002, 1.6186490E+002, 0.0000000E+000, 5.6497870E+002, 5.6566652E+002, 3.4279294E+001, 1.3553080E-002, 0.0000000E+000, 2.8404303E+003,-2.9915395E+000,-3.0173338E+000,-2.9706534E+000,-2.9465894E+000,-3.0158638E+000,-2.9732536E+000
 4.1156849E+001, 6.2073887E+002,-1.5438744E+002, 1.3314127E+000,-6.4658513E+001,-4.1700687E-002, 1.6140089E+002, 0.0000000E+000, 5.6300525E+002, 5.6438352E+002, 3.4279294E+001, 1.3657482E-002, 0.0000000E+000, 2.8828414E+003,-2.9887805E+000,-3.0168435E+000,-2.9706386E+000,-2.9473698E+000,-3.0148693E+000,-2.9729135E+000
 4.1494946E+001, 6.3229638E+002,-1.5944717E+002, 1.3344291E+000,-6.5958752E+001,-4.2023900E-002, 1.6324113E+002, 0.0000000E+000, 5.6916507E+002, 5.7142399E+002, 3.4279294E+001, 1.3769370E-002, 0.0000000E+000, 2.9270333E+003,-2.9859445E+000,-3.0164249E+000,-2.9707124E+000,-2.9479860E+000,-3.0141059E+000,-2.9728210E+000
 4.1720345E+001, 6.3416123E+002,-1.6952053E+002, 1.3357623E+000,-6.7035622E+001,-4.2333686E-002, 1.6023896E+002, 0.0000000E+000, 5.6077411E+002, 5.5913746E+002, 3.4279294E+001, 1.3865869E-002, 0.0000000E+000, 2.9560694E+003,-2.9846441E+000,-3.0164377E+000,-2.9708229E+000,-2.9483251E+000,-3.0138729E+000,-2.9729362E+000
 4.2058437E+001, 6.1736523E+002,-1.5767847E+002, 1.3379840E+000,-6.8066015E+001,-4.2571257E-002, 1.5820223E+002, 0.0000000E+000, 5.5438021E+002, 5.5111839E+002, 3.4279294E+001, 1.3955713E-002, 0.0000000E+000, 2.9991412E+003,-2.9841504E+000,-3.0171232E+000,-2.9711074E+000,-2.9484745E+000,-3.0139649E+000,-2.9733200E+000
 4.2352856E+001, 6.2019767E+002,-1.4714713E+002, 1.3444319E+000,-6.9311461E+001,-4.2848806E-002, 1.6076026E+002, 0.0000000E+000, 5.5498466E+002, 5.6580092E+002, 3.4279294E+001, 1.4058866E-002, 0.0000000E+000, 3.0367078E+003,-2.9855482E+000,-3.0180975E+000,-2.9714665E+000,-2.9476072E+000,-3.0147065E+000,-2.9736777E+000
 4.2647274E+001, 6.1474109E+002,-1.4927304E+002, 1.3464265E+000,-7.0607111E+001,-4.3249211E-002, 1.6007064E+002, 0.0000000E+000, 5.6141813E+002, 5.5623475E+002, 3.4279294E+001, 1.4158693E-002, 0.0000000E+000, 3.0747234E+003,-2.9887978E+000,-3.0197064E+000,-2.9718552E+000,-2.9467761E+000,-3.0162209E+000,-2.9740992E+000
 4.2941689E+001, 6.2119125E+002,-1.4663678E+002, 1.3482085E+000,-7.1582239E+001,-4.3096365E-002, 1.6099855E+002, 0.0000000E+000, 5.5598507E+002, 5.6527590E+002, 3.4279294E+001, 1.4255191E-002, 0.0000000E+000, 3.1123983E+003,-2.9932597E+000,-3.0215994E+000,-2.9723385E+000,-2.9469548E+000,-3.0182818E+000,-2.9748296E+000
 4.3236107E+001, 6.4526995E+002,-1.5293106E+002, 1.3490247E+000,-7.2381996E+001,-4.3631855E-002, 1.6813060E+002, 0.0000000E+000, 5.8349591E+002, 5.8939289E+002, 3.4279294E+001, 1.4355018E-002, 0.0000000E+000, 3.1518900E+003,-2.9977734E+000,-3.0221814E+000,-2.9728962E+000,-2.9470315E+000,-3.0206989E+000,-2.9757322E+000
 4.3530521E+001, 6.5584540E+002,-1.6691473E+002, 1.3495042E+000,-7.3174175E+001,-4.4029133E-002, 1.6712722E+002, 0.0000000E+000, 5.8320935E+002, 5.8418919E+002, 3.4279294E+001, 1.4451516E-002, 0.0000000E+000, 3.1913367E+003,-3.0009697E+000,-3.0239591E+000,-2.9733094E+000,-2.9473186E+000,-3.0227057E+000,-2.9763860E+000
 4.3824940E+001, 6.7941460E+002,-1.7772344E+002, 1.3517755E+000,-7.3980262E+001,-4.3580982E-002, 1.7053044E+002, 0.0000000E+000, 5.9077190E+002, 5.9954953E+002, 3.4279294E+001, 1.4551343E-002, 0.0000000E+000, 3.2312800E+003,-3.0021819E+000,-3.0260454E+000,-2.9735660E+000,-2.9476136E+000,-3.0241444E+000,-2.9768201E+000
 4.4119354E+001, 6.9629551E+002,-1.8705845E+002, 1.3550464E+000,-7.4682292E+001,-4.2519098E-002, 1.7455463E+002, 0.0000000E+000, 6.0900367E+002, 6.1042192E+002, 3.4279294E+001, 1.4647841E-002, 0.0000000E+000, 3.2724542E+003,-3.0017416E+000,-3.0267769E+000,-2.9737078E+000,-2.9476767E+000,-3.0252962E+000,-2.9772017E+000
 4.4413773E+001, 6.9698820E+002,-1.8680193E+002, 1.3604504E+000,-7.5233500E+001,-4.3776838E-002, 1.7486535E+002, 0.0000000E+000, 6.1113710E+002, 6.1113479E+002, 3.4279294E+001, 1.4744340E-002, 0.0000000E+000, 3.3137608E+003,-3.0000222E+000,-3.0262695E+000,-2.9737150E+000,-2.9482427E+000,-3.0260480E+000,-2.9776148E+000
 4.4708187E+001, 6.9469836E+002,-1.8085904E+002, 1.3671471E+000,-7.5833655E+001,-4.4768764E-002, 1.7524960E+002, 0.0000000E+000, 6.0876828E+002, 6.1457765E+002, 3.4279294E+001, 1.4844166E-002, 0.0000000E+000, 3.3549190E+003,-2.9972570E+000,-3.0243240E+000,-2.9736019E+000,-2.9489357E+000,-3.0262924E+000,-2.9781470E+000
 4.5002605E+001, 6.8515161E+002,-1.7118464E+002, 1.3693781E+000,-7.6553951E+001,-4.5282648E-002, 1.7623984E+002, 0.0000000E+000, 6.1481485E+002, 6.1497695E+002, 3.4279294E+001, 1.4943993E-002, 0.0000000E+000, 3.3965300E+003,-2.9940056E+000,-3.0218566E+000,-2.9733739E+000,-2.9491061E+000,-3.0260633E+000,-2.9786341E+000
 4.5395161E+001, 6.7472262E+002,-1.6161584E+002, 1.3690009E+000,-7.7409966E+001,-4.5520183E-002, 1.7571273E+002, 0.0000000E+000, 6.1253938E+002, 6.1273302E+002, 3.4279294E+001, 1.5056297E-002, 0.0000000E+000, 3.4518498E+003,-2.9902777E+000,-3.0215472E+000,-2.9728822E+000,-2.9490402E+000,-3.0250761E+000,-2.9788267E+000
 4.5689579E+001, 6.7985846E+002,-1.6807543E+002, 1.3674201E+000,-7.8008970E+001,-4.5676968E-002, 1.7482008E+002, 0.0000000E+000, 6.0794647E+002, 6.0991589E+002, 3.4279294E+001, 1.5170265E-002, 0.0000000E+000, 3.4930653E+003,-2.9888340E+000,-3.0221356E+000,-2.9724755E+000,-2.9499702E+000,-3.0241802E+000,-2.9787732E+000
 4.5973938E+001, 6.8865209E+002,-1.7148612E+002, 1.3675327E+000,-7.8254283E+001,-4.6000477E-002, 1.7590370E+002, 0.0000000E+000, 6.0894479E+002, 6.1613692E+002, 3.4279294E+001, 1.5265823E-002, 0.0000000E+000, 3.5329369E+003,-2.9888620E+000,-3.0217296E+000,-2.9722618E+000,-2.9517795E+000,-3.0236367E+000,-2.9788521E+000
 4.6238194E+001, 6.9877217E+002,-1.7586602E+002, 1.3690130E+000,-7.8658805E+001,-4.6361730E-002, 1.7884704E+002, 0.0000000E+000, 6.2302955E+002, 6.2441703E+002, 3.4279294E+001, 1.5353280E-002, 0.0000000E+000, 3.5708138E+003,-2.9901057E+000,-3.0217602E+000,-2.9723514E+000,-2.9527954E+000,-3.0238252E+000,-2.9791245E+000
 4.6502449E+001, 7.0232443E+002,-1.7445206E+002, 1.3726776E+000,-7.9412541E+001,-4.6612153E-002, 1.7993547E+002, 0.0000000E+000, 6.2536989E+002, 6.2972136E+002, 3.4279294E+001, 1.5443124E-002, 0.0000000E+000, 3.6088190E+003,-2.9921886E+000,-3.0231819E+000,-2.9726271E+000,-2.9534325E+000,-3.0247422E+000,-2.9796361E+000
 4.6854790E+001, 7.0635525E+002,-1.6931415E+002, 1.3770937E+000,-8.0628741E+001,-4.7012233E-002, 1.8329067E+002, 0.0000000E+000, 6.3851365E+002, 6.4103311E+002, 3.4279294E+001, 1.5547942E-002, 0.0000000E+000, 3.6605180E+003,-2.9956383E+000,-3.0251327E+000,-2.9731664E+000,-2.9536012E+000,-3.0269729E+000,-2.9805788E+000
 4.7119041E+001, 7.0983502E+002,-1.7711376E+002, 1.3800153E+000,-8.1957966E+001,-4.7488352E-002, 1.8137065E+002, 0.0000000E+000, 6.3327090E+002, 6.3346647E+002, 3.4279294E+001, 1.5652759E-002, 0.0000000E+000, 3.6989658E+003,-2.9980344E+000,-3.0259199E+000,-2.9734660E+000,-2.9533746E+000,-3.0287388E+000,-2.9809827E+000
 4.7471382E+001, 7.1357529E+002,-1.7845616E+002, 1.3821927E+000,-8.3439444E+001,-4.7686802E-002, 1.8151789E+002, 0.0000000E+000, 6.3257762E+002, 6.3453208E+002, 3.4279294E+001, 1.5752585E-002, 0.0000000E+000, 3.7501848E+003,-2.9997576E+000,-3.0260797E+000,-2.9735058E+000,-2.9523671E+000,-3.0304891E+000,-2.9810096E+000
 4.7735638E+001, 7.2041366E+002,-1.8168254E+002, 1.3845652E+000,-8.4811009E+001,-4.7856621E-002, 1.8229375E+002, 0.0000000E+000, 6.3468876E+002, 6.3755056E+002, 3.4279294E+001, 1.5852412E-002, 0.0000000E+000, 3.7887337E+003,-2.9996404E+000,-3.0268361E+000,-2.9733298E+000,-2.9510538E+000,-3.0312698E+000,-2.9809080E+000
 4.8087975E+001, 7.3236628E+002,-1.8260970E+002, 1.3861987E+000,-8.5706609E+001,-4.8056358E-002, 1.8611848E+002, 0.0000000E+000, 6.4626123E+002, 6.5150659E+002, 3.4279294E+001, 1.5957229E-002, 0.0000000E+000, 3.8410908E+003,-2.9984033E+000,-3.0281005E+000,-2.9729495E+000,-2.9498374E+000,-3.0316271E+000,-2.9810290E+000
 4.8343369E+001, 7.4655626E+002,-1.8733414E+002, 1.3865518E+000,-8.6301602E+001,-4.7804795E-002, 1.8931335E+002, 0.0000000E+000, 6.5620221E+002, 6.6357262E+002, 3.4279294E+001, 1.6057911E-002, 0.0000000E+000, 3.8796347E+003,-2.9974889E+000,-3.0280480E+000,-2.9726412E+000,-2.9502467E+000,-3.0314173E+000,-2.9813684E+000
 4.8635014E+001, 7.6040061E+002,-1.9466379E+002, 1.3877318E+000,-8.6991830E+001,-4.7684167E-002, 1.9249706E+002, 0.0000000E+000, 6.7155031E+002, 6.7258210E+002, 3.4279294E+001, 1.6145891E-002, 0.0000000E+000, 3.9246349E+003,-2.9966501E+000,-3.0275083E+000,-2.9724800E+000,-2.9506459E+000,-3.0309766E+000,-2.9817511E+000
 4.8932407E+001, 7.5746863E+002,-1.9854785E+002, 1.3919514E+000,-8.7829893E+001,-4.7911867E-002, 1.8971178E+002, 0.0000000E+000, 6.6359821E+002, 6.6214671E+002, 3.4279294E+001, 1.6245299E-002, 0.0000000E+000, 3.9699504E+003,-2.9960270E+000,-3.0276584E+000,-2.9723249E+000,-2.9501883E+000,-3.0305985E+000,-2.9819017E+000
 4.9218964E+001, 7.5129418E+002,-1.9690168E+002, 1.3969650E+000,-8.8567077E+001,-4.8615007E-002, 1.8747558E+002, 0.0000000E+000, 6.5366834E+002, 6.5464936E+002, 3.4279294E+001, 1.6343113E-002, 0.0000000E+000, 4.0130035E+003,-2.9962467E+000,-3.0273040E+000,-2.9722076E+000,-2.9503638E+000,-3.0304975E+000,-2.9820362E+000
 4.9566746E+001, 7.3673004E+002,-1.8516839E+002, 1.3962310E+000,-8.9181793E+001,-4.9355030E-002, 1.8631274E+002, 0.0000000E+000, 6.4929287E+002, 6.5003947E+002, 3.4279294E+001, 1.6447376E-002, 0.0000000E+000, 4.0649528E+003,-2.9973204E+000,-3.0278256E+000,-2.9721987E+000,-2.9515352E+000,-3.0307053E+000,-2.9819505E+000
 4.9844971E+001, 7.4085930E+002,-1.7849664E+002, 1.3953269E+000,-8.9727122E+001,-4.9811062E-002, 1.8955762E+002, 0.0000000E+000, 6.5760686E+002, 6.6353867E+002, 3.4279294E+001, 1.6551196E-002, 0.0000000E+000, 4.1070466E+003,-2.9976161E+000,-3.0275657E+000,-2.9722342E+000,-2.9520125E+000,-3.0312170E+000,-2.9817152E+000
 5.0173969E+001, 7.4188027E+002,-1.8249351E+002, 1.3967631E+000,-9.0316514E+001,-4.9965936E-002, 1.8926683E+002, 0.0000000E+000, 6.6042055E+002, 6.5968388E+002, 3.4279294E+001, 1.6654504E-002, 0.0000000E+000, 4.1570429E+003,-2.9974960E+000,-3.0266067E+000,-2.9725683E+000,-2.9528435E+000,-3.0325046E+000,-2.9818667E+000
 5.0426460E+001, 7.4860677E+002,-1.8191977E+002, 1.3991879E+000,-9.1083966E+001,-4.9873976E-002, 1.9018742E+002, 0.0000000E+000, 6.5918150E+002, 6.6713976E+002, 3.4279294E+001, 1.6750848E-002, 0.0000000E+000, 4.1953148E+003,-2.9976420E+000,-3.0253964E+000,-2.9730642E+000,-2.9540610E+000,-3.0339791E+000,-2.9825525E+000
 5.0763115E+001, 7.5632132E+002,-1.8052271E+002, 1.4008100E+000,-9.2370405E+001,-5.0177774E-002, 1.9387987E+002, 0.0000000E+000, 6.7536967E+002, 6.7865871E+002, 3.4279294E+001, 1.6848179E-002, 0.0000000E+000, 4.2475351E+003,-2.9981390E+000,-3.0242787E+000,-2.9736730E+000,-2.9548739E+000,-3.0358656E+000,-2.9836175E+000
 5.1015602E+001, 7.7346999E+002,-1.9447578E+002, 1.4024758E+000,-9.4277105E+001,-5.0844578E-002, 1.9500211E+002, 0.0000000E+000, 6.8145863E+002, 6.8107085E+002, 3.4279294E+001, 1.6950501E-002, 0.0000000E+000, 4.2870462E+003,-2.9981027E+000,-3.0238822E+000,-2.9738218E+000,-2.9547152E+000,-3.0365480E+000,-2.9839595E+000
 5.1377502E+001, 7.8316372E+002,-2.0221814E+002, 1.4058729E+000,-9.6698460E+001,-5.1443563E-002, 1.9426774E+002, 0.0000000E+000, 6.7730000E+002, 6.7986929E+002, 3.4279294E+001, 1.7048934E-002, 0.0000000E+000, 4.3433269E+003,-2.9966710E+000,-3.0240386E+000,-2.9735568E+000,-2.9535294E+000,-3.0360689E+000,-2.9836938E+000
 5.1655243E+001, 7.8580276E+002,-2.0841495E+002, 1.4082028E+000,-9.9625113E+001,-5.1929601E-002, 1.9257792E+002, 0.0000000E+000, 6.7358162E+002, 6.7169689E+002, 3.4279294E+001, 1.7160136E-002, 0.0000000E+000, 4.3862959E+003,-2.9946937E+000,-3.0257540E+000,-2.9731630E+000,-2.9517707E+000,-3.0348048E+000,-2.9832551E+000
 5.1932980E+001, 7.8526041E+002,-2.0577048E+002, 1.4105080E+000,-1.0202095E+002,-5.1752610E-002, 1.9213812E+002, 0.0000000E+000, 6.6888812E+002, 6.7096585E+002, 3.4279294E+001, 1.7249979E-002, 0.0000000E+000, 4.4290247E+003,-2.9924549E+000,-3.0283562E+000,-2.9727279E+000,-2.9498747E+000,-3.0330402E+000,-2.9828357E+000
 5.2210720E+001, 7.8308822E+002,-1.9601120E+002, 1.4103856E+000,-1.0365473E+002,-5.1336160E-002, 1.9467321E+002, 0.0000000E+000, 6.7817845E+002, 6.7945454E+002, 3.4279294E+001, 1.7339823E-002, 0.0000000E+000, 4.4723533E+003,-2.9908721E+000,-3.0295973E+000,-2.9723207E+000,-2.9491839E+000,-3.0313192E+000,-2.9825156E+000
 5.2549160E+001, 7.9155341E+002,-2.0079341E+002, 1.4101618E+000,-1.0428885E+002,-5.2115759E-002, 1.9522994E+002, 0.0000000E+000, 6.7789664E+002, 6.8305914E+002, 3.4279294E+001, 1.7443230E-002, 0.0000000E+000, 4.5251299E+003,-2.9909070E+000,-3.0308704E+000,-2.9719198E+000,-2.9503990E+000,-3.0297512E+000,-2.9821001E+000
 5.2876972E+001, 7.9034751E+002,-2.1139696E+002, 1.4061696E+000,-1.0437170E+002,-5.3172108E-002, 1.9188419E+002, 0.0000000E+000, 6.7078072E+002, 6.6781604E+002, 3.4279294E+001, 1.7554450E-002, 0.0000000E+000, 4.5757225E+003,-2.9930535E+000,-3.0319043E+000,-2.9717791E+000,-2.9526714E+000,-3.0296576E+000,-2.9819528E+000
 5.3122833E+001, 7.9669175E+002,-2.0286544E+002, 1.4033369E+000,-1.0440314E+002,-5.3822130E-002, 1.9543267E+002, 0.0000000E+000, 6.7580898E+002, 6.8620535E+002, 3.4279294E+001, 1.7649284E-002, 0.0000000E+000, 4.6139349E+003,-2.9953586E+000,-3.0317569E+000,-2.9719396E+000,-2.9538550E+000,-3.0308804E+000,-2.9822561E+000
 5.3450645E+001, 8.0761282E+002,-2.0741251E+002, 1.4004154E+000,-1.0471473E+002,-5.3999635E-002, 1.9905665E+002, 0.0000000E+000, 6.9303240E+002, 6.9588864E+002, 3.4279294E+001, 1.7744119E-002, 0.0000000E+000, 4.6661542E+003,-2.9981050E+000,-3.0305074E+000,-2.9723095E+000,-2.9535291E+000,-3.0334578E+000,-2.9827213E+000
 5.3778458E+001, 8.1089969E+002,-2.1044023E+002, 1.4014629E+000,-1.0505219E+002,-5.4255496E-002, 1.9906744E+002, 0.0000000E+000, 6.9306842E+002, 6.9582191E+002, 3.4279294E+001, 1.7853928E-002, 0.0000000E+000, 4.7183804E+003,-2.9991506E+000,-3.0294088E+000,-2.9725324E+000,-2.9526205E+000,-3.0354898E+000,-2.9828352E+000
 5.4024319E+001, 8.1956902E+002,-2.1471119E+002, 1.4039368E+000,-1.0538316E+002,-5.4298888E-002, 2.0086121E+002, 0.0000000E+000, 7.0039164E+002, 7.0168552E+002, 3.4279294E+001, 1.7948763E-002, 0.0000000E+000, 4.7579465E+003,-2.9985756E+000,-3.0292908E+000,-2.9725277E+000,-2.9510446E+000,-3.0362907E+000,-2.9827573E+000
 5.4352135E+001, 8.2738941E+002,-2.2045492E+002, 1.4062313E+000,-1.0581128E+002,-5.4381128E-002, 2.0129484E+002, 0.0000000E+000, 7.0017671E+002, 7.0376990E+002, 3.4279294E+001, 1.8046094E-002, 0.0000000E+000, 4.8107097E+003,-2.9966109E+000,-3.0302438E+000,-2.9722539E+000,-2.9497200E+000,-3.0360080E+000,-2.9825241E+000
 5.4679947E+001, 8.3447925E+002,-2.1153189E+002, 1.4094355E+000,-1.0622608E+002,-5.4799716E-002, 2.0752627E+002, 0.0000000E+000, 7.2139679E+002, 7.2560219E+002, 3.4279294E+001, 1.8153407E-002, 0.0000000E+000, 4.8650933E+003,-2.9944432E+000,-3.0309698E+000,-2.9718676E+000,-2.9497832E+000,-3.0346888E+000,-2.9825025E+000
 5.4925808E+001, 8.3350837E+002,-2.1318965E+002, 1.4103979E+000,-1.0660928E+002,-5.5146608E-002, 2.0702244E+002, 0.0000000E+000, 7.2143404E+002, 7.2208713E+002, 3.4279294E+001, 1.8248242E-002, 0.0000000E+000, 4.9058988E+003,-2.9929988E+000,-3.0310681E+000,-2.9715007E+000,-2.9500890E+000,-3.0333139E+000,-2.9824014E+000
 5.5270012E+001, 8.2145717E+002,-2.0671223E+002, 1.4115034E+000,-1.0718076E+002,-5.5048598E-002, 2.0474345E+002, 0.0000000E+000, 7.1388245E+002, 7.1366408E+002, 3.4279294E+001, 1.8346880E-002, 0.0000000E+000, 4.9624420E+003,-2.9918083E+000,-3.0302615E+000,-2.9709784E+000,-2.9501929E+000,-3.0317865E+000,-2.9822033E+000
 5.5558487E+001, 8.0918530E+002,-2.1126062E+002, 1.4134205E+000,-1.0807133E+002,-5.5266336E-002, 1.9852287E+002, 0.0000000E+000, 6.9529778E+002, 6.8973438E+002, 3.4279294E+001, 1.8455694E-002, 0.0000000E+000, 5.0086001E+003,-2.9925463E+000,-3.0295682E+000,-2.9707328E+000,-2.9509780E+000,-3.0316705E+000,-2.9824756E+000
 5.5855976E+001, 8.1484205E+002,-2.1213249E+002, 1.4134708E+000,-1.0921367E+002,-5.5780295E-002, 1.9778946E+002, 0.0000000E+000, 6.8489873E+002, 6.9264304E+002, 3.4279294E+001, 1.8554376E-002, 0.0000000E+000, 5.0554948E+003,-2.9952067E+000,-3.0292602E+000,-2.9706695E+000,-2.9519065E+000,-3.0326982E+000,-2.9831355E+000
 5.6153469E+001, 8.2789972E+002,-2.0623021E+002, 1.4096951E+000,-1.1063926E+002,-5.6159441E-002, 2.0480161E+002, 0.0000000E+000, 7.1035725E+002, 7.1718540E+002, 3.4279294E+001, 1.8650875E-002, 0.0000000E+000, 5.1041081E+003,-2.9984974E+000,-3.0283215E+000,-2.9705980E+000,-2.9515579E+000,-3.0341510E+000,-2.9834535E+000
 5.6450958E+001, 8.5106115E+002,-2.1712151E+002, 1.4054656E+000,-1.1227257E+002,-5.6862526E-002, 2.0907553E+002, 0.0000000E+000, 7.2800539E+002, 7.3209120E+002, 3.4279294E+001, 1.8750701E-002, 0.0000000E+000, 5.1538564E+003,-3.0004918E+000,-3.0275011E+000,-2.9704042E+000,-2.9511759E+000,-3.0349505E+000,-2.9831575E+000
 5.6748447E+001, 8.8181993E+002,-2.4036619E+002, 1.4018371E+000,-1.1397891E+002,-5.6817167E-002, 2.1135804E+002, 0.0000000E+000, 7.3599309E+002, 7.4017789E+002, 3.4279294E+001, 1.8850527E-002, 0.0000000E+000, 5.2041284E+003,-3.0006373E+000,-3.0279763E+000,-2.9702574E+000,-2.9513099E+000,-3.0350341E+000,-2.9827593E+000
 5.7033367E+001, 9.0525474E+002,-2.5660342E+002, 1.4007395E+000,-1.1540929E+002,-5.6856205E-002, 2.1270788E+002, 0.0000000E+000, 7.3852409E+002, 7.4729380E+002, 3.4279294E+001, 1.8945704E-002, 0.0000000E+000, 5.2524320E+003,-3.0003923E+000,-3.0299708E+000,-2.9703003E+000,-2.9521726E+000,-3.0350867E+000,-2.9826479E+000
 5.7379726E+001, 9.0136806E+002,-2.6452899E+002, 1.4009527E+000,-1.1647235E+002,-5.7599932E-002, 2.0962871E+002, 0.0000000E+000, 7.3810737E+002, 7.3133879E+002, 3.4279294E+001, 1.9051844E-002, 0.0000000E+000, 5.3110025E+003,-3.0018793E+000,-3.0325445E+000,-2.9705501E+000,-2.9539243E+000,-3.0356568E+000,-2.9829415E+000
 5.7639496E+001, 8.8571165E+002,-2.5682925E+002, 1.4043470E+000,-1.1700321E+002,-5.8016151E-002, 2.0515374E+002, 0.0000000E+000, 7.1805766E+002, 7.1837925E+002, 3.4279294E+001, 1.9150006E-002, 0.0000000E+000, 5.3537376E+003,-3.0040175E+000,-3.0338151E+000,-2.9707674E+000,-2.9552024E+000,-3.0363296E+000,-2.9832734E+000
 5.7985855E+001, 8.6062190E+002,-2.4041602E+002, 1.4069219E+000,-1.1749740E+002,-5.8037111E-002, 2.0243621E+002, 0.0000000E+000, 7.0730940E+002, 7.0649358E+002, 3.4279294E+001, 1.9251496E-002, 0.0000000E+000, 5.4100010E+003,-3.0061593E+000,-3.0333551E+000,-2.9709696E+000,-2.9557479E+000,-3.0375963E+000,-2.9835175E+000
 5.8245625E+001, 8.4335656E+002,-2.1403773E+002, 1.4103706E+000,-1.1830636E+002,-5.8495005E-002, 2.0505589E+002, 0.0000000E+000, 7.1029759E+002, 7.1742025E+002, 3.4279294E+001, 1.9356314E-002, 0.0000000E+000, 5.4524737E+003,-3.0063817E+000,-3.0326822E+000,-2.9710569E+000,-2.9548495E+000,-3.0386478E+000,-2.9836186E+000
 5.8505394E+001, 8.5277289E+002,-2.0818700E+002, 1.4122853E+000,-1.1979899E+002,-5.9248890E-002, 2.1065124E+002, 0.0000000E+000, 7.3008247E+002, 7.3679117E+002, 3.4279294E+001, 1.9436175E-002, 0.0000000E+000, 5.4961313E+003,-3.0059322E+000,-3.0330302E+000,-2.9711775E+000,-2.9526328E+000,-3.0397873E+000,-2.9838440E+000
