s,C,m,m
Time,"DOOR_TEMP","DOOR_VIS","LAYER_HEIGHT_DOOR"
 1.0385650E+002, 6.8622333E+001, 1.0065506E+001, 1.2314522E+000
 1.0413884E+002, 6.8285297E+001, 1.0111695E+001, 1.2725492E+000
 1.0442117E+002, 6.7886622E+001, 1.0189593E+001, 1.3094644E+000
 1.0470350E+002, 6.7441392E+001, 1.0277249E+001, 1.3350183E+000
 1.0505642E+002, 6.7282955E+001, 1.0296285E+001, 1.3425818E+000
 1.0533876E+002, 6.7596062E+001, 1.0215884E+001, 1.3214824E+000
 1.0562109E+002, 6.7894776E+001, 1.0143870E+001, 1.2816510E+000
 1.0590343E+002, 6.7937994E+001, 1.0128418E+001, 1.2388695E+000
 1.0625634E+002, 6.7626272E+001, 1.0185472E+001, 1.2080290E+000
 1.0653868E+002, 6.7031160E+001, 1.0296261E+001, 1.1986655E+000
 1.0680436E+002, 6.6458710E+001, 1.0374299E+001, 1.2014216E+000
 1.0710228E+002, 6.6234499E+001, 1.0364700E+001, 1.2126172E+000
 1.0745236E+002, 6.6759571E+001, 1.0236956E+001, 1.2113176E+000
 1.0770298E+002, 6.7784386E+001, 1.0058207E+001, 1.1989275E+000
 1.0803917E+002, 6.8878464E+001, 9.8955846E+000, 1.1833656E+000
 1.0832830E+002, 6.9545686E+001, 9.7945942E+000, 1.1705833E+000
 1.0862415E+002, 6.9564160E+001, 9.7802062E+000, 1.1572447E+000
 1.0892000E+002, 6.9261149E+001, 9.8065548E+000, 1.1407728E+000
 1.0925973E+002, 6.8993842E+001, 9.8147406E+000, 1.1267587E+000
 1.0951166E+002, 6.8984181E+001, 9.7856224E+000, 1.1140648E+000
 1.0980927E+002, 6.9209901E+001, 9.7317098E+000, 1.1077257E+000
 1.1012474E+002, 6.9682733E+001, 9.6420329E+000, 1.1133661E+000
 1.1045211E+002, 7.0321160E+001, 9.5171388E+000, 1.1366528E+000
 1.1071401E+002, 7.0950457E+001, 9.3829816E+000, 1.1640677E+000
 1.1104138E+002, 7.1651352E+001, 9.2404762E+000, 1.1789993E+000
 1.1130328E+002, 7.2490779E+001, 9.0898247E+000, 1.1769643E+000
 1.1163065E+002, 7.3390362E+001, 8.9339571E+000, 1.1661751E+000
 1.1195803E+002, 7.4208301E+001, 8.7903329E+000, 1.1582288E+000
 1.1221992E+002, 7.4654442E+001, 8.7073368E+000, 1.1495726E+000
 1.1254730E+002, 7.4797392E+001, 8.6628513E+000, 1.1334976E+000
 1.1281574E+002, 7.4688121E+001, 8.6402798E+000, 1.1102131E+000
 1.1310383E+002, 7.4448199E+001, 8.6351044E+000, 1.0839524E+000
 1.1346394E+002, 7.4132610E+001, 8.6425731E+000, 1.0510156E+000
 1.1375203E+002, 7.3855616E+001, 8.6517406E+000, 1.0141120E+000
 1.1405452E+002, 7.3694013E+001, 8.6483606E+000, 9.8002406E-001
 1.1437142E+002, 7.3701216E+001, 8.6250701E+000, 9.4488178E-001
 1.1460909E+002, 7.3922535E+001, 8.5857427E+000, 9.1472811E-001
 1.1492599E+002, 7.4379867E+001, 8.5221465E+000, 8.9354020E-001
 1.1522252E+002, 7.5012004E+001, 8.4252216E+000, 8.8052359E-001
 1.1556772E+002, 7.5530081E+001, 8.3284944E+000, 8.6332998E-001
 1.1584388E+002, 7.5682617E+001, 8.2755946E+000, 8.3682165E-001
 1.1612004E+002, 7.5512483E+001, 8.2690821E+000, 8.1081791E-001
 1.1646525E+002, 7.5243365E+001, 8.2730223E+000, 7.8357284E-001
 1.1674141E+002, 7.5137096E+001, 8.2604370E+000, 7.6144646E-001
 1.1701757E+002, 7.5271402E+001, 8.2290241E+000, 7.4373393E-001
 1.1736277E+002, 7.5585433E+001, 8.1864581E+000, 7.3707482E-001
 1.1763894E+002, 7.5947329E+001, 8.1429853E+000, 7.5375109E-001
 1.1791510E+002, 7.6266247E+001, 8.1038059E+000, 7.9696675E-001
 1.1826030E+002, 7.6538129E+001, 8.0606463E+000, 8.8991344E-001
 1.1853646E+002, 7.6770401E+001, 8.0088790E+000, 1.0173356E+000
 1.1881263E+002, 7.7286604E+001, 7.9336584E+000, 1.1238067E+000
 1.1915783E+002, 7.8289690E+001, 7.8151063E+000, 1.1924729E+000
 1.1943399E+002, 7.9820733E+001, 7.6385848E+000, 1.2062008E+000
 1.1971015E+002, 8.1319997E+001, 7.4647095E+000, 1.1757319E+000
 1.2005536E+002, 8.2229315E+001, 7.3435770E+000, 1.1136322E+000
 1.2033152E+002, 8.2487526E+001, 7.3006980E+000, 1.0454232E+000
 1.2060768E+002, 8.2523215E+001, 7.2939108E+000, 9.8355281E-001
 1.2096669E+002, 8.2597991E+001, 7.2850917E+000, 9.2631036E-001
 1.2127047E+002, 8.2589810E+001, 7.2709148E+000, 8.9067626E-001
 1.2157425E+002, 8.2561452E+001, 7.2503583E+000, 8.8213685E-001
 1.2180208E+002, 8.2663752E+001, 7.2233525E+000, 8.9398797E-001
 1.2215389E+002, 8.3009427E+001, 7.1807138E+000, 9.2531372E-001
 1.2242044E+002, 8.3622598E+001, 7.1147224E+000, 9.7773302E-001
 1.2275364E+002, 8.4453606E+001, 7.0302685E+000, 1.0440381E+000
 1.2302020E+002, 8.5302563E+001, 6.9411211E+000, 1.1160692E+000
 1.2335339E+002, 8.5982165E+001, 6.8655033E+000, 1.1863782E+000
 1.2361995E+002, 8.6475565E+001, 6.8078392E+000, 1.2530695E+000
 1.2393141E+002, 8.6759105E+001, 6.7703280E+000, 1.3229683E+000
 1.2424814E+002, 8.6871473E+001, 6.7469279E+000, 1.4067065E+000
 1.2453318E+002, 8.6746267E+001, 6.7423245E+000, 1.4876132E+000
 1.2482351E+002, 8.6445923E+001, 6.7512229E+000, 1.5491380E+000
 1.2514984E+002, 8.6064423E+001, 6.7666290E+000, 1.5715009E+000
 1.2543088E+002, 8.5686986E+001, 6.7812312E+000, 1.5527711E+000
 1.2571191E+002, 8.5199247E+001, 6.7946585E+000, 1.5117385E+000
 1.2601426E+002, 8.4635573E+001, 6.8163000E+000, 1.4504843E+000
 1.2633177E+002, 8.3944093E+001, 6.8500940E+000, 1.3814462E+000
 1.2662669E+002, 8.3123582E+001, 6.9000049E+000, 1.3237258E+000
 1.2693340E+002, 8.2201411E+001, 6.9622158E+000, 1.2690856E+000
 1.2720591E+002, 8.1468358E+001, 7.0146183E+000, 1.2182546E+000
 1.2756276E+002, 8.0849350E+001, 7.0572596E+000, 1.1607954E+000
 1.2784824E+002, 8.0708033E+001, 7.0741873E+000, 1.1030623E+000
 1.2813372E+002, 8.0904157E+001, 7.0788003E+000, 1.0557911E+000
 1.2841179E+002, 8.1167826E+001, 7.0693684E+000, 1.0198473E+000
 1.2872433E+002, 8.1510346E+001, 7.0464632E+000, 9.8674201E-001
 1.2900778E+002, 8.1863643E+001, 7.0089796E+000, 9.6712807E-001
 1.2930257E+002, 8.2248248E+001, 6.9671429E+000, 9.7017699E-001
 1.2961437E+002, 8.2585040E+001, 6.9350972E+000, 9.7214715E-001
 1.2992617E+002, 8.2822812E+001, 6.9204564E+000, 9.6400180E-001
 1.3023796E+002, 8.2974042E+001, 6.9143414E+000, 9.6435843E-001
 1.3054976E+002, 8.3077675E+001, 6.9058913E+000, 9.9762359E-001
 1.3086779E+002, 8.3299516E+001, 6.8793394E+000, 1.0222011E+000
 1.3114218E+002, 8.3672458E+001, 6.8362311E+000, 1.0149116E+000
 1.3141656E+002, 8.4181921E+001, 6.7895770E+000, 1.0034079E+000
 1.3175953E+002, 8.4758764E+001, 6.7277908E+000, 9.9748419E-001
 1.3201289E+002, 8.5328772E+001, 6.6487262E+000, 1.0019649E+000
 1.3232082E+002, 8.6399575E+001, 6.5360337E+000, 1.0208523E+000
 1.3262875E+002, 8.7920364E+001, 6.4136741E+000, 1.0584168E+000
 1.3295515E+002, 8.8987374E+001, 6.3254041E+000, 1.1189440E+000
 1.3322613E+002, 8.9199174E+001, 6.2926031E+000, 1.1870464E+000
 1.3356485E+002, 8.8803355E+001, 6.2936513E+000, 1.2588526E+000
 1.3383583E+002, 8.8164792E+001, 6.3031916E+000, 1.3287061E+000
 1.3410681E+002, 8.7608626E+001, 6.3068127E+000, 1.3777372E+000
 1.3444553E+002, 8.7166082E+001, 6.3025590E+000, 1.4210085E+000
 1.3475531E+002, 8.6801564E+001, 6.2883957E+000, 1.4389336E+000
 1.3505785E+002, 8.6569823E+001, 6.2685647E+000, 1.4438125E+000
 1.3536038E+002, 8.6641770E+001, 6.2413441E+000, 1.4431704E+000
 1.3562057E+002, 8.7140542E+001, 6.2046009E+000, 1.4397632E+000
 1.3595336E+002, 8.7961747E+001, 6.1494914E+000, 1.4375946E+000
 1.3621960E+002, 8.8773124E+001, 6.0974990E+000, 1.4451458E+000
 1.3655239E+002, 8.9541223E+001, 6.0544093E+000, 1.4459500E+000
 1.3681862E+002, 9.0170801E+001, 6.0182389E+000, 1.4220063E+000
 1.3715142E+002, 9.0550888E+001, 5.9900228E+000, 1.3924168E+000
 1.3741765E+002, 9.0673800E+001, 5.9750844E+000, 1.3670867E+000
 1.3775045E+002, 9.0608613E+001, 5.9719953E+000, 1.3455898E+000
 1.3801668E+002, 9.0489251E+001, 5.9830827E+000, 1.3360038E+000
 1.3834947E+002, 9.0466225E+001, 5.9967024E+000, 1.3422256E+000
 1.3861571E+002, 9.0659677E+001, 5.9850815E+000, 1.3638552E+000
 1.3892969E+002, 9.1152590E+001, 5.9435350E+000, 1.4019022E+000
 1.3921547E+002, 9.1862285E+001, 5.8801627E+000, 1.4453940E+000
 1.3950124E+002, 9.2616635E+001, 5.8182570E+000, 1.4862396E+000
 1.3984417E+002, 9.3277400E+001, 5.7681463E+000, 1.5193989E+000
 1.4013157E+002, 9.3519412E+001, 5.7481223E+000, 1.5422154E+000
 1.4044630E+002, 9.3242861E+001, 5.7603189E+000, 1.5512213E+000
 1.4074335E+002, 9.2593135E+001, 5.7905098E+000, 1.5466651E+000
 1.4104040E+002, 9.1928440E+001, 5.8193415E+000, 1.5297232E+000
 1.4131097E+002, 9.1462353E+001, 5.8299341E+000, 1.5076507E+000
 1.4162220E+002, 9.1325015E+001, 5.8155556E+000, 1.4854713E+000
 1.4195783E+002, 9.1545750E+001, 5.7823500E+000, 1.4600961E+000
 1.4222634E+002, 9.1905186E+001, 5.7528553E+000, 1.4243749E+000
 1.4256198E+002, 9.2220118E+001, 5.7305618E+000, 1.3652702E+000
 1.4283049E+002, 9.2449718E+001, 5.7075497E+000, 1.2981435E+000
 1.4316613E+002, 9.2713089E+001, 5.6787906E+000, 1.2266365E+000
 1.4343464E+002, 9.3068008E+001, 5.6441172E+000, 1.1455308E+000
 1.4370315E+002, 9.3391614E+001, 5.6138845E+000, 1.0842574E+000
